frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.697526,0,,,,,,,,,,,,,,
2.3GPa,,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,,0,,0,,,0,,,,,,,,,,
6.2GPa,,0,,0,,,0,,,,,,,,,,
6.6GPa,,0,,0,,,0,,,,,,,,,,
7.4GPa,,0,,0,,,0,,,,,,,,,,
8.5GPa,0,0.0184783,0,0.0128891,0,0,0,0,0,0,0,,,,,,
9.8GPa,0,0.013707,0,0.00956096,0,0,0,0,0,0,0,0.741788,,,,,
10.4GPa,0,0.00380259,0,0.00545153,0,0,0,0,0,0,0,7.02652e-05,5.21219e-05,,,,
12.8GPa,0,0.254301,0,0.177381,0,0,0,0,0,0,0,0.072663,0.0539006,0.000967001,,,
13.3GPa,,0,,0,,,0,,,,,0,0,0,0,,
15.6GPa,,0,,0,,,0,,,,,0,0,0,0,,
