frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0,0,0,0.750753,,,,,,,,,,,,,
2.4GPa_decomp,,,,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0.481394,0.641214,0,,,,,,,,,,,
5GPa,0,0,0,0.525803,0.394748,0,0.253118,,,,,,,,,,
6.2GPa,,,,0,0,,0,0,,,,,,,,,
6.6GPa,,,,0,0,,0,0,,,,,,,,,
7.4GPa,,,,0,0,,0,0,,,,,,,,,
8.5GPa,0,0,0,0.20284,0.152282,0,0.0976457,0.385771,0,0,0,,,,,,
9.8GPa,,,,0,0,,0,0,,,,0,,,,,
10.4GPa,,,,0,0,,0,0,,,,0,,,,,
12.8GPa,,,,0,0,,0,0,,,,0,,,,,
13.3GPa,0,0,0,0.512167,0.384511,0,0.246554,0.974067,0,0,0,0.396042,0,0,0,,
15.6GPa,0,0,0,0.124784,0.0936821,0,0.0600703,0.237321,0,0,0,0.615186,0,0,0,0.24364,
