frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,0,0,0.483311,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.0853845,0,0.176666,,,,,,,,,,,,
3.9GPa,0,0,0.428223,0,0.886018,0.199393,,,,,,,,,,,
5GPa,,0,0,,0,0,0,,,,,,,,,,
6.2GPa,,0,0,,0,0,0,,,,,,,,,,
6.6GPa,0,0,0.0159909,0,0.00772859,0.00136538,0.00684767,0,0,,,,,,,,
7.4GPa,,0,0,,0,0,0,,,0,,,,,,,
8.5GPa,,0,0,,0,0,0,,,0,,,,,,,
9.8GPa,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
10.4GPa,,0,0,,0,0,0,,,0,,,0,,,,
12.8GPa,,0,0,,0,0,0,,,0,,,0,,,,
13.3GPa,,0,0,,0,0,0,,,0,,,0,,,,
15.6GPa,,0,0,,0,0,0,,,0,,,0,,,,
