frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.700451,,,,,,,,,,,,,,,
1.5GPa,0,0.979062,0.71543,,,,,,,,,,,,,,
2.3GPa,,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0255861,0.0179218,0.0250504,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,,0,0,0,,0,0,,,,,,,,,,
6.2GPa,,0,0,0,,0,0,,,,,,,,,,
6.6GPa,0,0.932745,0.750956,0.952693,0,0.0238653,0,0,0,,,,,,,,
7.4GPa,0,0.0267615,0.0187451,0.0262012,0,0.956079,0,0,0,0.0249617,,,,,,,
8.5GPa,0,0.0226615,0.0158733,0.022187,0,0.885695,0,0,0,0.0211374,0.846794,,,,,,
9.8GPa,0,0.211638,0.148242,0.207206,0,0.120896,0,0,0,0.197404,0.12645,0.107077,,,,,
10.4GPa,,0,0,0,,0,0,,,0,0,0,0,,,,
12.8GPa,,0,0,0,,0,0,,,0,0,0,0,,,,
13.3GPa,,0,0,0,,0,0,,,0,0,0,0,,,,
15.6GPa,0,0.553607,0.387774,0.542015,0,0.0462171,0,0,0,0.516374,0.0483403,0.0409343,0.382289,0,0,0,
