frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0,,,,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0.3949,,,,,,,,,,,
5GPa,0,0,0,0,0,0.24555,0.621804,,,,,,,,,,
6.2GPa,0,0,0,0,0,0.541396,0.72941,0.45355,,,,,,,,,
6.6GPa,1,0,0,0,0,0,0,0,0,,,,,,,,
7.4GPa,0,,,,,0,0,0,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0.236911,0.599925,0.964814,0.437592,0,0,,,,,,
9.8GPa,0,0,0,0,0,0.304502,0.771085,0.806401,0.562437,0,0,0.778027,,,,,
10.4GPa,0,,,,,0,0,0,0,0,,0,0,,,,
12.8GPa,0,0,0,0,0,0.567029,0.22392,0.139234,0.306987,0,0,0.134335,0.172661,0,,,
13.3GPa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15.6GPa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
