frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.125097,0,,,,,,,,,,,,,,
2.3GPa,,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,,,,,,,,,,,,,
3.9GPa,0,0.274501,0,0.0343393,0,0,,,,,,,,,,,
5GPa,,0,,0,,,0,,,,,,,,,,
6.2GPa,,0,,0,,,0,,,,,,,,,,
6.6GPa,,0,,0,,,0,,,,,,,,,,
7.4GPa,,0,,0,,,0,,,,,,,,,,
8.5GPa,,0,,0,,,0,,,,,,,,,,
9.8GPa,,0,,0,,,0,,,,,,,,,,
10.4GPa,0,0.578102,0,0.216393,0,0,0.158689,0,0,0,0,0,0,,,,
12.8GPa,0,0.0828548,0,0.662322,0,0,0.0227437,0,0,0,0,0,0,0.143322,,,
13.3GPa,,0,,0,,,0,,,,,,,0,0,,
15.6GPa,0,0.434705,0,0.287775,0,0,0.119327,0,0,0,0,0,0,0.751952,0.1906,0,
