frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.700651,0,0,,,,,,,,,,,,,,
2.3GPa,0.0479593,0,0,0.0684497,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,0,0,,,,,,,,,,,,
3.9GPa,0,1,0,0,0,0,,,,,,,,,,,
5GPa,0,1,0,0,0,0,1,,,,,,,,,,
6.2GPa,0,1,0,0,0,0,1,1,,,,,,,,,
6.6GPa,0,0,,0,0,,0,0,0,,,,,,,,
7.4GPa,0,1,0,0,0,0,1,1,1,0,,,,,,,
8.5GPa,0,1,0,0,0,0,1,1,1,0,1,,,,,,
9.8GPa,0.117183,0,0,0.167249,0.409269,0,0,0,0,0,0,0,,,,,
10.4GPa,0,0,,0,0,,0,0,0,,0,0,0,,,,
12.8GPa,0.458314,0,0,0.654127,0.104643,0,0,0,0,0,0,0,0.255682,0,,,
13.3GPa,0,0,,0,0,,0,0,0,,0,0,0,,0,,
15.6GPa,0,0,,0,0,,0,0,0,,0,0,0,,0,,
