frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.086461,,,,,,,,,,,,,,
2.3GPa,0,0,0.0472527,0.54652,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.211895,0.408037,0.223,,,,,,,,,,,,
3.9GPa,0,0,0.0873479,0.989847,0.540972,0.412222,,,,,,,,,,,
5GPa,0,0,0.0464839,0.537629,0.98373,0.219372,0.53217,,,,,,,,,,
6.2GPa,,,0,0,0,0,0,0,,,,,,,,,
6.6GPa,0,0,0.116578,0.741659,0.405332,0.550168,0.749266,0.398737,0,,,,,,,,
7.4GPa,0,0,0.0560687,0.648485,0.842765,0.264606,0.641901,0.829053,0,0.480955,,,,,,,
8.5GPa,0,0,0.102718,0.841735,0.460025,0.484757,0.850369,0.452541,0,0.881107,0.545853,,,,,,
9.8GPa,,,0,0,0,0,0,0,,0,0,0,,,,,
10.4GPa,,,0,0,0,0,0,0,,0,0,0,,,,,
12.8GPa,,,0,0,0,0,0,0,,0,0,0,,,,,
13.3GPa,,,0,0,0,0,0,0,,0,0,0,,,,,
15.6GPa,,,0,0,0,0,0,0,,0,0,0,,,,,
