frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.110465,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.189324,0,0.58347,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0,,0,,0,,,,,,,,,,,,
5GPa,0,0,0,0,0,0,0,,,,,,,,,,
6.2GPa,0,,0,,0,,,0,,,,,,,,,
6.6GPa,0.222147,0,0.497258,0,0.852243,0,0,0,0,,,,,,,,
7.4GPa,0,,0,,0,,,0,,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0,1,0,0,0,,,,,,
9.8GPa,0.0679355,0,0.00750447,0,0.0128618,0,0,0,0,0.0150917,0,0,,,,,
10.4GPa,0.26357,0,0.0291152,0,0.0499,0,0,0,0,0.0585514,0,0,0.257751,,,,
12.8GPa,0.235253,0,0.0259871,0,0.0445388,0,0,0,0,0.0522607,0,0,0.288777,0.892562,,,
13.3GPa,0.303901,0,0.363489,0,0.622978,0,0,0,0,0.730987,0,0,0.0206456,0.0800991,0.0714934,,
15.6GPa,0.0946135,0,0.856505,0,0.499745,0,0,0,0,0.425904,0,0,0.00642762,0.0249373,0.0222581,0.31133,
