frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.253505,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.584581,0,0,0.433653,,,,,,,,,,,,
3.9GPa,0,0.277196,0,0,0.0702707,0.162044,,,,,,,,,,,
5GPa,,0,,,0,0,0,,,,,,,,,,
6.2GPa,0,0.98904,0,0,0.250727,0.578174,0.280268,0,,,,,,,,,
6.6GPa,,0,,,0,0,0,,0,,,,,,,,
7.4GPa,,0,,,0,0,0,,0,,,,,,,,
8.5GPa,0,0.240533,0,0,0.0609765,0.140611,0.867737,0,0.243199,0,0,,,,,,
9.8GPa,,0,,,0,0,0,,0,,,0,,,,,
10.4GPa,,0,,,0,0,0,,0,,,0,,,,,
12.8GPa,,0,,,0,0,0,,0,,,0,,,,,
13.3GPa,,0,,,0,0,0,,0,,,0,,,,,
15.6GPa,,0,,,0,0,0,,0,,,0,,,,,
