frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.440245,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.539917,0,0.815394,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0,,0,,0,,,,,,,,,,,,
5GPa,0,,0,,0,,,,,,,,,,,,
6.2GPa,0,,0,,0,,,,,,,,,,,,
6.6GPa,0.662246,0,0.291551,0,0.357558,0,0,0,0,,,,,,,,
7.4GPa,0,,0,,0,,,,,0,,,,,,,
8.5GPa,0.496287,0,0.887077,0,0.919192,0,0,0,0,0.328665,0,,,,,,
9.8GPa,0.945324,0,0.416174,0,0.510397,0,0,0,0,0.700549,0,0.469153,,,,,
10.4GPa,0,,0,,0,,,,,0,,0,0,,,,
12.8GPa,0.160783,0,0.365213,0,0.297792,0,0,0,0,0.106478,0,0.323972,0.151992,0,,,
13.3GPa,0,,0,,0,,,,,0,,0,0,,0,,
15.6GPa,0.516896,0,0.851709,0,0.957362,0,0,0,0,0.342313,0,0.96013,0.488635,0,0.311055,0,
