frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,,,,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0.231754,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,1,,,,,,,,,,
6.2GPa,0,0,0,0,0.928053,0.24972,0,0,,,,,,,,,
6.6GPa,,,,,0,0,0,0,0,,,,,,,,
7.4GPa,0,0,0,0,0.89266,0.259621,0,0,0.961863,0,,,,,,,
8.5GPa,,,,,0,0,0,0,0,,0,,,,,,
9.8GPa,,,,,0,0,0,0,0,,0,,,,,,
10.4GPa,0,0,0,0,0.704456,0.328983,0,0,0.759068,0,0.789165,0,0,,,,
12.8GPa,0,0,0,0,0.749904,0.173793,0,0,0.695951,0,0.669409,0,0,0.528274,,,
13.3GPa,0,0,0,0,0.891443,0.259976,0,0,0.960551,0,0.998637,0,0,0.790242,0.668497,,
15.6GPa,0,0,0,0,0.989582,0.234193,0,0,0.937823,0,0.902057,0,0,0.711872,0.742092,0.900827,
