frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.592441,,,,,,,,,,,,,,,
1.5GPa,0,0.493254,0.832578,,,,,,,,,,,,,,
2.3GPa,0,0.488074,0.823835,0.989499,,,,,,,,,,,,,
2.4GPa_decomp,0,0.154394,0.0914693,0.0761554,0.0753557,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,,,,,,,,,,,
6.2GPa,0,0.987782,0.585202,0.487227,0.48211,0.156304,0,0,,,,,,,,,
6.6GPa,0,0,0,0,0,0,,,0,,,,,,,,
7.4GPa,0,0.779705,0.759827,0.632616,0.625973,0.120382,0,0,0.770178,0,,,,,,,
8.5GPa,0,0.665715,0.889931,0.740938,0.733157,0.102782,0,0,0.657581,0,0.853804,,,,,,
9.8GPa,0,0.619698,0.956016,0.795958,0.7876,0.0956776,0,0,0.612126,0,0.794785,0.930875,,,,,
10.4GPa,0,0.884038,0.670153,0.557955,0.552096,0.13649,0,0,0.873237,0,0.881981,0.753039,0.700985,,,,
12.8GPa,0,0.12586,0.0745644,0.0620807,0.0614288,0.815185,0,0,0.127416,0,0.0981334,0.0837867,0.0779949,0.111265,,,
13.3GPa,0,0,0,0,0,0,,,0,,0,0,0,0,0,,
15.6GPa,0,0.799445,0.473624,0.394329,0.390188,0.193126,0,0,0.809334,0,0.623332,0.532203,0.495414,0.70674,0.157434,0,
