frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.580117,,,,,,,,,,,,,,,
1.5GPa,0,0.354608,0.61127,,,,,,,,,,,,,,
2.3GPa,0,0.280145,0.482912,0.790015,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,0,0,,,,,,,,,,,,
3.9GPa,,0,0,0,0,,,,,,,,,,,,
5GPa,,0,0,0,0,,,,,,,,,,,,
6.2GPa,0,0.0375974,0.06481,0.106025,0.134207,0,0,0,,,,,,,,,
6.6GPa,0,0.231287,0.39869,0.652233,0.825596,0,0,0,0.162557,,,,,,,,
7.4GPa,,0,0,0,0,,,,0,0,,,,,,,
8.5GPa,0,0.869222,0.667397,0.40796,0.322294,0,0,0,0.043254,0.266085,0,,,,,,
9.8GPa,,0,0,0,0,,,,0,0,,0,,,,,
10.4GPa,0,0.234967,0.405033,0.66261,0.838731,0,0,0,0.160012,0.984339,0,0.270318,0,,,,
12.8GPa,,0,0,0,0,,,,0,0,,0,,0,,,
13.3GPa,,0,0,0,0,,,,0,0,,0,,0,,,
15.6GPa,0,0.147565,0.254371,0.416136,0.526744,0,0,0,0.254785,0.638017,0,0.169767,0,0.628025,0,0,
