frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.803259,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.406389,0.326436,0,,,,,,,,,,,,,,
2.3GPa,0.501058,0.402479,0,0.811063,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,0,0,,,,,,,,,,,,
3.9GPa,0.1154,0.143665,0,0.0468974,0.0578222,0,,,,,,,,,,,
5GPa,0.423891,0.527715,0,0.172265,0.212394,0,0.27224,,,,,,,,,,
6.2GPa,0.232811,0.187008,0,0.572878,0.46464,0,0.0268665,0.0986868,,,,,,,,,
6.6GPa,0,0,,0,0,,0,0,0,,,,,,,,
7.4GPa,0.255153,0.204954,0,0.627853,0.509228,0,0.0294447,0.108157,0.91244,0,,,,,,,
8.5GPa,0.280877,0.225617,0,0.691154,0.560569,0,0.0324133,0.119062,0.828872,0,0.908413,,,,,,
9.8GPa,0.388854,0.31235,0,0.95685,0.776066,0,0.0448738,0.164832,0.598712,0,0.656166,0.722322,,,,,
10.4GPa,0,0,,0,0,,0,0,0,,0,0,0,,,,
12.8GPa,0,0,,0,0,,0,0,0,,0,0,0,,,,
13.3GPa,0,0,,0,0,,0,0,0,,0,0,0,,,,
15.6GPa,0,0,,0,0,,0,0,0,,0,0,0,,,,
