frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.476178,0,,,,,,,,,,,,,,
2.3GPa,,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0076601,0,0.0160866,0,,,,,,,,,,,,
3.9GPa,,0,,0,,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,0,,,,,,,,,,
6.2GPa,,0,,0,,0,,0,,,,,,,,,
6.6GPa,,0,,0,,0,,0,,,,,,,,,
7.4GPa,0,0.000610127,0,0.0012813,0,0.07965,0,0,0,0,,,,,,,
8.5GPa,,0,,0,,0,,0,,,0,,,,,,
9.8GPa,0,3.20292e-05,0,6.7263e-05,0,0.0041813,0,0,0,0,0.0524959,0,,,,,
10.4GPa,0,0.00597863,0,0.0125554,0,0.780489,0,0,0,0,0.102051,0,0.00535728,,,,
12.8GPa,,0,,0,,0,,0,,,0,,0,0,,,
13.3GPa,0,0.00503044,0,0.0105642,0,0.656707,0,0,0,0,0.121287,0,0.00636707,0.841404,0,,
15.6GPa,0,0.0116963,0,0.0245629,0,0.654916,0,0,0,0,0.0521641,0,0.0027384,0.511155,0,0.430088,
