frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.29576,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.604589,0,0.178813,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0,,0,,0,,,,,,,,,,,,
5GPa,0,,0,,0,,,,,,,,,,,,
6.2GPa,0,,0,,0,,,,,,,,,,,,
6.6GPa,0,,0,,0,,,,,,,,,,,,
7.4GPa,0.362165,0,0.107114,0,0.599027,0,0,0,0,0,,,,,,,
8.5GPa,0.413948,0,0.714487,0,0.250268,0,0,0,0,0,0.149917,,,,,,
9.8GPa,0.717412,0,0.212182,0,0.842735,0,0,0,0,0,0.504821,0.296971,,,,,
10.4GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
12.8GPa,0,,0,,0,,,,,,0,0,0,0,,,
13.3GPa,0,,0,,0,,,,,,0,0,0,0,,,
15.6GPa,0,,0,,0,,,,,,0,0,0,0,,,
