frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.481168,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,,0,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0533356,0.110846,0,0,,,,,,,,,,,,
3.9GPa,,0,0,,,0,,,,,,,,,,,
5GPa,0,0.134313,0.0646273,0,0,0.00716369,0,,,,,,,,,,
6.2GPa,0,0.992102,0.477367,0,0,0.0529144,0,0.135383,,,,,,,,,
6.6GPa,0,0.161454,0.335546,0,0,0.330346,0,0.0216854,0.160179,,,,,,,,
7.4GPa,,0,0,,,0,,0,0,0,,,,,,,
8.5GPa,,0,0,,,0,,0,0,0,,,,,,,
9.8GPa,0,0.608262,0.791053,0,0,0.0876853,0,0.0816978,0.603458,0.265435,0,0,,,,,
10.4GPa,,0,0,,,0,,0,0,0,,,0,,,,
12.8GPa,0,0.114681,0.238338,0,0,0.465079,0,0.0154032,0.113775,0.7103,0,0,0.188538,0,,,
13.3GPa,,0,0,,,0,,0,0,0,,,0,,0,,
15.6GPa,0,0.138951,0.288779,0,0,0.383844,0,0.018663,0.137854,0.860624,0,0,0.22844,0,0.825331,0,
