frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.355103,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,,0,0,0,,,,,,,,,,,,
3.9GPa,0,0,0.0857452,0.241466,0,0,,,,,,,,,,,
5GPa,,,0,0,0,,0,,,,,,,,,,
6.2GPa,0,0,0.451098,0.160186,0,0,0.0386795,0,,,,,,,,,
6.6GPa,,,0,0,0,,0,,0,,,,,,,,
7.4GPa,,,0,0,0,,0,,0,,,,,,,,
8.5GPa,0,0,0.0711736,0.200431,0,0,0.830059,0,0.0321063,0,0,,,,,,
9.8GPa,,,0,0,0,,0,,0,,,0,,,,,
10.4GPa,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
12.8GPa,,,0,0,0,,0,,0,,,0,,0,,,
13.3GPa,0,0,0.521403,0.185152,0,0,0.0447078,0,0.865162,0,0,0.0371101,0,0,0,,
15.6GPa,0,0,0.528562,0.187694,0,0,0.0453216,0,0.853444,0,0,0.0376196,0,0,0,0.986455,
