frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.974078,0,0,,,,,,,,,,,,,,
2.3GPa,0.330549,0,0,0.339345,,,,,,,,,,,,,
2.4GPa_decomp,0.259877,0,0,0.266792,0.786198,,,,,,,,,,,,
3.9GPa,0.491667,0,0,0.504752,0.672301,0.528562,,,,,,,,,,,
5GPa,0,,0,0,0,0,0,,,,,,,,,,
6.2GPa,0,,0,0,0,0,0,,,,,,,,,,
6.6GPa,0,,0,0,0,0,0,,,,,,,,,,
7.4GPa,0.156118,0,0,0.160273,0.472301,0.60074,0.317528,0,0,0,,,,,,,
8.5GPa,0,,0,0,0,0,0,,,,0,,,,,,
9.8GPa,0.882972,0,0,0.90647,0.374359,0.29432,0.556832,0,0,0,0.17681,0,,,,,
10.4GPa,0,,0,0,0,0,0,,,,0,,0,,,,
12.8GPa,0,,0,0,0,0,0,,,,0,,0,,,,
13.3GPa,0,,0,0,0,0,0,,,,0,,0,,,,
15.6GPa,0,,0,0,0,0,0,,,,0,,0,,,,
