frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.243184,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.768702,0.316357,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.168825,0.694227,0,0,0.219623,,,,,,,,,,,,
3.9GPa,0,0,,,0,0,,,,,,,,,,,
5GPa,0.198361,0.815684,0,0,0.258047,0.851098,0,,,,,,,,,,
6.2GPa,0.16861,0.693342,0,0,0.219343,0.998726,0,0.850013,,,,,,,,,
6.6GPa,0.948376,0.23063,0,0,0.729018,0.160109,0,0.188121,0.159905,,,,,,,,
7.4GPa,0,0,,,0,0,,0,0,0,,,,,,,
8.5GPa,0,0,,,0,0,,0,0,0,,,,,,,
9.8GPa,0.310452,0.783323,0,0,0.403865,0.543804,0,0.638944,0.543111,0.294425,0,0,,,,,
10.4GPa,0,0,,,0,0,,0,0,0,,,0,,,,
12.8GPa,0.361181,0.673302,0,0,0.469858,0.467425,0,0.549202,0.466829,0.342535,0,0,0.859546,0,,,
13.3GPa,0.134626,0.553596,0,0,0.175134,0.797429,0,0.67869,0.798446,0.127676,0,0,0.433645,0,0.372738,,
15.6GPa,0,0,,,0,0,,0,0,0,,,0,,0,0,
