frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.102141,,,,,,,,,,,,,,,,
1.3GPa,0.443945,0.230076,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0.0386919,0.378809,0.0871548,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,,0,,,,,,,,,,,,
3.9GPa,0.260185,0.0265756,0.115508,0,0.0100671,0,,,,,,,,,,,
5GPa,0,0,0,,0,,0,,,,,,,,,,
6.2GPa,0,0,0,,0,,0,,,,,,,,,,
6.6GPa,0.138592,0.736989,0.312184,0,0.279178,0,0.0360597,0,0,,,,,,,,
7.4GPa,0.712268,0.143403,0.623283,0,0.0543221,0,0.185321,0,0,0.194579,,,,,,,
8.5GPa,0,0,0,,0,,0,,,0,0,,,,,,
9.8GPa,0,0,0,,0,,0,,,0,0,,,,,,
10.4GPa,0.0401179,0.39277,0.0903669,0,0.964455,0,0.0104381,0,0,0.289467,0.0563242,0,0,,,,
12.8GPa,0,0,0,,0,,0,,,0,0,,,0,,,
13.3GPa,0,0,0,,0,,0,,,0,0,,,0,,,
15.6GPa,0,0,0,,0,,0,,,0,0,,,0,,,
