frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0.0268125,0,0,,,,,,,,,,,,,,
2.3GPa,0,,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,,0,,,,,,,,,,,,,
3.9GPa,0,,,0,,,,,,,,,,,,,
5GPa,0,,,0,,,,,,,,,,,,,
6.2GPa,0,0,0,0,0,0,0,0,,,,,,,,,
6.6GPa,0.129271,0,0,0.207412,0,0,0,0,0,,,,,,,,
7.4GPa,0,,,0,,,,,0,0,,,,,,,
8.5GPa,0.25897,0,0,0.103535,0,0,0,0,0,0.499175,0,,,,,,
9.8GPa,0.727719,0,0,0.0368445,0,0,0,0,0,0.177639,0,0.355866,,,,,
10.4GPa,0,,,0,,,,,0,0,,0,0,,,,
12.8GPa,0,,,0,,,,,0,0,,0,0,,,,
13.3GPa,0,,,0,,,,,0,0,,0,0,,,,
15.6GPa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
