frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.22306,0,,,,,,,,,,,,,,
2.3GPa,0,0.667425,0,0.334209,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,0,,,,,,,,,,,,
3.9GPa,0,0.00736481,0,0.00164279,0.00491546,0,,,,,,,,,,,
5GPa,,0,,0,0,,0,,,,,,,,,,
6.2GPa,,0,,0,0,,0,,,,,,,,,,
6.6GPa,,0,,0,0,,0,,,,,,,,,,
7.4GPa,0,0.168327,0,0.754625,0.252203,0,0.00123969,0,0,0,,,,,,,
8.5GPa,,0,,0,0,,0,,,,0,,,,,,
9.8GPa,0,0.135108,0,0.605702,0.202431,0,0.000995043,0,0,0,0.802653,0,,,,,
10.4GPa,0,0.802742,0,0.179059,0.53577,0,0.00917457,0,0,0,0.135123,0,0.108457,,,,
12.8GPa,0,0.279513,0,0.0623481,0.186554,0,0.0263487,0,0,0,0.0470495,0,0.0377644,0.348198,,,
13.3GPa,,0,,0,0,,0,,,,0,,0,0,0,,
15.6GPa,,0,,0,0,,0,,,,0,,0,0,0,,
