frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.273294,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.134612,0,0.492553,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0.378091,0,0.722825,0,0.356029,0,,,,,,,,,,,
5GPa,0.457874,0,0.596876,0,0.293993,0,0.825755,,,,,,,,,,
6.2GPa,0.218037,0,0.0595882,0,0.0293503,0,0.0824379,0.0998334,,,,,,,,,
6.6GPa,0.914157,0,0.298957,0,0.147252,0,0.413596,0.50087,0.19932,,,,,,,,
7.4GPa,0.235056,0,0.860085,0,0.572679,0,0.621691,0.513364,0.0512509,0.257129,,,,,,,
8.5GPa,0,,0,,0,,0,0,0,0,0,,,,,,
9.8GPa,0,,0,,0,,0,0,0,0,0,,,,,,
10.4GPa,0,,0,,0,,0,0,0,0,0,,,,,,
12.8GPa,0,,0,,0,,0,0,0,0,0,,,,,,
13.3GPa,0,,0,,0,,0,0,0,0,0,,,,,,
15.6GPa,0,,0,,0,,0,0,0,0,0,,,,,,
