frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.288728,,,,,,,,,,,,,,,
1.5GPa,0,0.241692,0.837092,,,,,,,,,,,,,,
2.3GPa,,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,0,,,,,,,,,,,,,
3.9GPa,,0,0,0,,,,,,,,,,,,,
5GPa,0,0.0888129,0.307601,0.367464,0,0,0,,,,,,,,,,
6.2GPa,,0,0,0,,,,0,,,,,,,,,
6.6GPa,0,0.148347,0.513797,0.613788,0,0,0,0.598682,0,,,,,,,,
7.4GPa,,0,0,0,,,,0,,0,,,,,,,
8.5GPa,,0,0,0,,,,0,,0,,,,,,,
9.8GPa,,0,0,0,,,,0,,0,,,,,,,
10.4GPa,0,0.0743225,0.257414,0.307509,0,0,0,0.836843,0,0.501003,0,0,0,,,,
12.8GPa,,0,0,0,,,,0,,0,,,,0,,,
13.3GPa,,0,0,0,,,,0,,0,,,,0,,,
15.6GPa,,0,0,0,,,,0,,0,,,,0,,,
