frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.0287714,0,,,,,,,,,,,,,,
2.3GPa,0,0.894178,0,0.0321764,,,,,,,,,,,,,
2.4GPa_decomp,0,0.187929,0,0.00540698,0.168042,,,,,,,,,,,,
3.9GPa,,0,,0,0,0,,,,,,,,,,,
5GPa,,0,,0,0,0,,,,,,,,,,,
6.2GPa,0,0.724536,0,0.0208459,0.647864,0.259378,0,0,,,,,,,,,
6.6GPa,,0,,0,0,0,,,0,,,,,,,,
7.4GPa,,0,,0,0,0,,,0,,,,,,,,
8.5GPa,,0,,0,0,0,,,0,,,,,,,,
9.8GPa,,0,,0,0,0,,,0,,,,,,,,
10.4GPa,,0,,0,0,0,,,0,,,,,,,,
12.8GPa,0,0.220887,0,0.00635525,0.197513,0.850791,0,0,0.304867,0,0,0,0,0,,,
13.3GPa,,0,,0,0,0,,,0,,,,,,0,,
15.6GPa,,0,,0,0,0,,,0,,,,,,0,,
