frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.00865088,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.520146,0.0166316,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.386749,0.0223682,0,0,0.743538,,,,,,,,,,,,
3.9GPa,0,0,,,0,0,,,,,,,,,,,
5GPa,0.230138,0.0375899,0,0,0.442449,0.595058,0,,,,,,,,,,
6.2GPa,0.594823,0.0145436,0,0,0.874455,0.650191,0,0.386902,,,,,,,,,
6.6GPa,0,0,,,0,0,,0,0,,,,,,,,
7.4GPa,0.105376,0.0820956,0,0,0.202588,0.272465,0,0.45788,0.177155,0,,,,,,,
8.5GPa,0,0,,,0,0,,0,0,,0,,,,,,
9.8GPa,0,0,,,0,0,,0,0,,0,,,,,,
10.4GPa,0,0,,,0,0,,0,0,,0,,,,,,
12.8GPa,0.91583,0.00792273,0,0,0.476366,0.354196,0,0.210767,0.544757,0,0.0965062,0,0,0,,,
13.3GPa,0.556275,0.0155514,0,0,0.935052,0.695247,0,0.413713,0.935194,0,0.189431,0,0,0,0.509454,,
15.6GPa,0.678053,0.0127584,0,0,0.767118,0.570382,0,0.33941,0.877252,0,0.155409,0,0,0,0.620981,0.820401,
