frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.701782,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.41278,0.588188,0,,,,,,,,,,,,,,
2.3GPa,0,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0.151941,0.216507,0,0.368091,0,,,,,,,,,,,,
3.9GPa,0.751736,0.527555,0,0.310301,0,0.114219,,,,,,,,,,,
5GPa,0.878522,0.798822,0,0.469857,0,0.17295,0.660416,,,,,,,,,,
6.2GPa,0,0,,0,,0,0,0,,,,,,,,,
6.6GPa,0,0,,0,,0,0,0,,,,,,,,,
7.4GPa,0,0,,0,,0,0,0,,,,,,,,,
8.5GPa,0,0,,0,,0,0,0,,,,,,,,,
9.8GPa,0.394361,0.561942,0,0.955379,0,0.385283,0.296455,0.448892,0,0,0,0,,,,,
10.4GPa,0.17634,0.251275,0,0.427202,0,0.861634,0.132561,0.200724,0,0,0,0,0.447154,,,,
12.8GPa,0.390628,0.556622,0,0.946334,0,0.388965,0.293649,0.444642,0,0,0,0,0.990533,0.451428,,,
13.3GPa,0.402381,0.57337,0,0.974808,0,0.377604,0.302484,0.45802,0,0,0,0,0.980069,0.438242,0.970791,,
15.6GPa,0.981582,0.71495,0,0.420525,0,0.154792,0.73789,0.895006,0,0,0,0,0.401761,0.179649,0.397957,0.409931,
