frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,,,0,,,,,,,,,,,,,,
2.3GPa,,,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.44332,0,0,,,,,,,,,,,,
3.9GPa,0,0,0.289323,0,0,0.128263,,,,,,,,,,,
5GPa,0,0,0.257498,0,0,0.114154,0.890004,,,,,,,,,,
6.2GPa,0,0,0,0,0,0,0,0,,,,,,,,,
6.6GPa,,,0,,,0,0,0,0,,,,,,,,
7.4GPa,0,0,0.392322,0,0,0.173924,0.737463,0.656345,0,0,,,,,,,
8.5GPa,,,0,,,0,0,0,0,,0,,,,,,
9.8GPa,0,0,0.140849,0,0,0.0624412,0.486823,0.54699,0,0,0.359014,0,,,,,
10.4GPa,0,0,0.0400592,0,0,0.0177591,0.138459,0.155571,0,0,0.102108,0,0.284413,,,,
12.8GPa,0,0,0.744099,0,0,0.329874,0.388823,0.346054,0,0,0.527244,0,0.189288,0.0538359,,,
13.3GPa,0,0,0.120613,0,0,0.0534702,0.416881,0.468403,0,0,0.307434,0,0.85633,0.33213,0.162093,,
15.6GPa,0,0,0.515143,0,0,0.228373,0.561636,0.499858,0,0,0.761579,0,0.273417,0.0777634,0.692304,0.234135,
