frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.391998,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0368437,0,0,0.0939897,,,,,,,,,,,,
3.9GPa,,0,,,0,0,,,,,,,,,,,
5GPa,0,0.585108,0,0,0.229361,0.0215576,0,,,,,,,,,,
6.2GPa,0,0.288553,0,0,0.113112,0.0106314,0,0.493162,,,,,,,,,
6.6GPa,,0,,,0,0,,0,0,,,,,,,,
7.4GPa,0,0,0,0,0,0,0,0,0,0,,,,,,,
8.5GPa,0,0.693987,0,0,0.272041,0.0255691,0,0.843112,0.41579,0,0,,,,,,
9.8GPa,,0,,,0,0,,0,0,,0,0,,,,,
10.4GPa,0,0.00532383,0,0,0.0135813,0.144497,0,0.00311501,0.00153621,0,0,0.00369466,0,,,,
12.8GPa,,0,,,0,0,,0,0,,0,0,,0,,,
13.3GPa,0,0.00391151,0,0,0.00997841,0.106165,0,0.00228866,0.00112868,0,0,0.00271454,0,0.734719,0,,
15.6GPa,,0,,,0,0,,0,0,,0,0,,0,,0,
