frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.234161,,,,,,,,,,,,,,,,
1.3GPa,0.319091,0.733839,,,,,,,,,,,,,,,
1.5GPa,0.315348,0.74255,0.988269,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.94298,0.220809,0.300896,0.297366,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,,0,,,,,,,,,,,
5GPa,0,0,0,0,,0,,,,,,,,,,,
6.2GPa,0.387965,0.603563,0.822473,0.812824,0,0.365843,0,0,,,,,,,,,
6.6GPa,0.198559,0.847958,0.622265,0.629652,0,0.187237,0,0,0.511796,,,,,,,,
7.4GPa,0.210131,0.897377,0.65853,0.666347,0,0.198149,0,0,0.541623,0.94493,,,,,,,
8.5GPa,0.185867,0.793757,0.58249,0.589405,0,0.175269,0,0,0.479082,0.936081,0.884531,,,,,,
9.8GPa,0.309039,0.757708,0.968499,0.979995,0,0.291418,0,0,0.796564,0.642505,0.67995,0.601436,,,,,
10.4GPa,0,0,0,0,,0,,,0,0,0,0,0,,,,
12.8GPa,0.105212,0.449316,0.329725,0.333639,0,0.0992132,0,0,0.27119,0.529879,0.500699,0.566062,0.34045,0,,,
13.3GPa,0,0,0,0,,0,,,0,0,0,0,0,,0,,
15.6GPa,0,0,0,0,,0,,,0,0,0,0,0,,0,,
