frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.0267989,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.00443856,0.165625,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,0,,,,,,,,,,,,
3.9GPa,0,0,,,0,,,,,,,,,,,,
5GPa,0,0,,,0,,,,,,,,,,,,
6.2GPa,0,0,,,0,,,,,,,,,,,,
6.6GPa,0.362717,0.00972042,0,0,0.00160994,0,0,0,0,,,,,,,,
7.4GPa,0.206078,0.00552264,0,0,0.000914687,0,0,0,0,0.568149,,,,,,,
8.5GPa,0.0948248,0.0025412,0,0,0.000420885,0,0,0,0,0.261429,0.460142,,,,,,
9.8GPa,0.120109,0.00321877,0,0,0.000533109,0,0,0,0,0.331135,0.582832,0.789493,,,,,
10.4GPa,0.0524453,0.00140548,0,0,0.000232782,0,0,0,0,0.14459,0.254493,0.553076,0.436649,,,,
12.8GPa,0.459784,0.0582858,0,0,0.00965358,0,0,0,0,0.166771,0.094751,0.0435989,0.0552239,0.0241135,,,
13.3GPa,0.0152966,0.000409932,0,0,6.78948e-05,0,0,0,0,0.0421722,0.0742274,0.161314,0.127356,0.291668,0.00703312,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
