frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0.0211638,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,,,0,,,,,,,,,,,,
3.9GPa,0.36254,0,0,0,0.00767273,0,,,,,,,,,,,
5GPa,0,,,,0,,0,,,,,,,,,,
6.2GPa,0,0,0,0,0,0,0,0,,,,,,,,,
6.6GPa,0.26554,0,0,0,0.00561983,0,0.732442,0,0,,,,,,,,
7.4GPa,0.286678,0,0,0,0.0738242,0,0.103932,0,0,0.0761245,,,,,,,
8.5GPa,0.257704,0,0,0,0.00545399,0,0.710828,0,0,0.97049,0.0738781,,,,,,
9.8GPa,0,,,,0,,0,,0,0,0,0,,,,,
10.4GPa,0,,,,0,,0,,0,0,0,0,,,,,
12.8GPa,0,,,,0,,0,,0,0,0,0,,,,,
13.3GPa,0,,,,0,,0,,0,0,0,0,,,,,
15.6GPa,0,,,,0,,0,,0,0,0,0,,,,,
