frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,1,,,,,,,,,,,,,,
2.3GPa,0,0.0305779,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0904284,0,0,0.338145,,,,,,,,,,,,
3.9GPa,,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0.0440232,0,0,0.694587,0.486829,0,,,,,,,,,,
6.2GPa,0,0.0542669,0,0,0.563472,0.600109,0,0.811234,,,,,,,,,
6.6GPa,,0,0,0,0,0,,0,0,,,,,,,,
7.4GPa,0,0.0465945,0,0,0.656257,0.515263,0,0.944815,0.858616,0,,,,,,,
8.5GPa,0,0,1,1,0,0,0,0,0,0,0,,,,,,
9.8GPa,,0,0,0,0,0,,0,0,,0,0,,,,,
10.4GPa,0,0,1,1,0,0,0,0,0,0,0,1,0,,,,
12.8GPa,0,0.0134719,0,0,0.440575,0.148978,0,0.306018,0.248252,0,0.28913,0,0,0,,,
13.3GPa,0,0.105904,0,0,0.288733,0.853874,0,0.41569,0.512418,0,0.43997,0,0,0,0.127209,,
15.6GPa,,0,0,0,0,0,,0,0,,0,0,,0,0,0,
