frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.343845,,,,,,,,,,,,,,
2.3GPa,,,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.0510215,0.148385,0,,,,,,,,,,,,
3.9GPa,,,0,0,,0,,,,,,,,,,,
5GPa,0,0,0.519369,0.662044,0,0.0982375,0,,,,,,,,,,
6.2GPa,0,0,0.335712,0.976348,0,0.15198,0,0.646385,,,,,,,,,
6.6GPa,,,0,0,,0,,0,0,,,,,,,,
7.4GPa,,,0,0,,0,,0,0,,,,,,,,
8.5GPa,0,0,0.298006,0.866687,0,0.17121,0,0.573785,0.887682,0,0,,,,,,
9.8GPa,0,0,0.145204,0.422295,0,0.351378,0,0.279578,0.432525,0,0,0.487252,,,,,
10.4GPa,,,0,0,,0,,0,0,,,0,0,,,,
12.8GPa,,,0,0,,0,,0,0,,,0,0,,,,
13.3GPa,,,0,0,,0,,0,0,,,0,0,,,,
15.6GPa,0,0,0.119413,0.347287,0,0.42727,0,0.229919,0.3557,0,0,0.400706,0.822379,0,0,0,
