frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.498517,,,,,,,,,,,,,,,,
1.3GPa,0.239152,0.479726,,,,,,,,,,,,,,,
1.5GPa,0.271622,0.54486,0.880458,,,,,,,,,,,,,,
2.3GPa,0.101718,0.204042,0.42533,0.374485,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,,,,,,,,,,,,
5GPa,0,0,0,0,0,,,,,,,,,,,,
6.2GPa,0.0506913,0.0252705,0.0121229,0.0137689,0.00515623,0,0,0,,,,,,,,,
6.6GPa,0.273011,0.547647,0.875978,0.994911,0.372579,0,0,0,0.0138393,,,,,,,,
7.4GPa,0,0,0,0,0,,,,0,0,,,,,,,
8.5GPa,0,0,0,0,0,,,,0,0,,,,,,,
9.8GPa,0.170172,0.0848338,0.040697,0.0462225,0.0173096,0,0,0,0.297882,0.0464589,0,0,,,,,
10.4GPa,0,0,0,0,0,,,,0,0,,,0,,,,
12.8GPa,0,0,0,0,0,,,,0,0,,,0,,,,
13.3GPa,0,0,0,0,0,,,,0,0,,,0,,,,
15.6GPa,0.13363,0.268056,0.558769,0.491973,0.761191,0,0,0,0.00677391,0.489469,0,0,0.0227402,0,0,0,
