frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.379771,,,,,,,,,,,,,,
2.3GPa,0,0,0.223314,0.588024,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.152399,0.401291,0.68244,,,,,,,,,,,,
3.9GPa,0,0,0.971634,0.390858,0.229834,0.156848,,,,,,,,,,,
5GPa,0,0,0.290179,0.76409,0.769574,0.525188,0.298651,,,,,,,,,,
6.2GPa,0,0,0.182156,0.479647,0.815693,0.836639,0.187474,0.627736,,,,,,,,,
6.6GPa,,,0,0,0,0,0,0,0,,,,,,,,
7.4GPa,,,0,0,0,0,0,0,0,,,,,,,,
8.5GPa,0,0,0.233613,0.0887192,0.052169,0.0356022,0.226986,0.0677894,0.0425539,0,0,,,,,,
9.8GPa,0,0,0.00197655,0.00520457,0.00885096,0.0129696,0.00203425,0.00681147,0.0108509,0,0,0.000461746,,,,,
10.4GPa,0,0,0.0813494,0.214207,0.364282,0.533794,0.0837244,0.280342,0.446593,0,0,0.0190042,0.024297,,,,
12.8GPa,0,0,0.150068,0.395155,0.672005,0.98471,0.154449,0.517158,0.823846,0,0,0.0350578,0.013171,0.542083,,,
13.3GPa,0,0,0.173498,0.45685,0.776924,0.878388,0.178563,0.5979,0.952471,0,0,0.0405313,0.0113923,0.468878,0.864957,,
15.6GPa,,,0,0,0,0,0,0,0,,,0,0,0,0,0,
