frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.0420228,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.541514,0.0776024,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,0,,,,,,,,,,,,
3.9GPa,0,0,,,0,,,,,,,,,,,,
5GPa,0,0,,,0,,,,,,,,,,,,
6.2GPa,0,0,,,0,,,,,,,,,,,,
6.6GPa,0.554784,0.0757462,0,0,0.976081,0,0,0,0,,,,,,,,
7.4GPa,0,0,,,0,,,,,0,,,,,,,
8.5GPa,0,0,,,0,,,,,0,,,,,,,
9.8GPa,0,0,,,0,,,,,0,,,,,,,
10.4GPa,0.435094,0.0182839,0,0,0.235609,0,0,0,0,0.241383,0,0,0,,,,
12.8GPa,0,0,,,0,,,,,0,,,,0,,,
13.3GPa,0.208395,0.201649,0,0,0.384838,0,0,0,0,0.375633,0,0,0,0.0906714,0,,
15.6GPa,0,0,,,0,,,,,0,,,,0,,0,
