frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0.440742,0,0,,,,,,,,,,,,,,
2.3GPa,0.338306,0,0,0.767583,,,,,,,,,,,,,
2.4GPa_decomp,0,,,0,0,,,,,,,,,,,,
3.9GPa,0,,,0,0,,,,,,,,,,,,
5GPa,0,,,0,0,,,,,,,,,,,,
6.2GPa,0,,,0,0,,,,,,,,,,,,
6.6GPa,0.291886,0,0,0.662261,0.862788,0,0,0,0,,,,,,,,
7.4GPa,0,,,0,0,,,,,0,,,,,,,
8.5GPa,0.197295,0,0,0.447642,0.583184,0,0,0,0,0.675929,0,,,,,,
9.8GPa,0.862465,0,0,0.380125,0.291777,0,0,0,0,0.251742,0,0.17016,,,,,
10.4GPa,0.326508,0,0,0.143906,0.11046,0,0,0,0,0.0953033,0,0.0644183,0.378576,,,,
12.8GPa,0,,,0,0,,,,,0,,0,0,0,,,
13.3GPa,0,,,0,0,,,,,0,,0,0,0,,,
15.6GPa,0.0865132,0,0,0.19629,0.255725,0,0,0,0,0.296393,0,0.438498,0.0746146,0.0282473,0,0,
