frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.46069,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.451604,0,0,0.980277,,,,,,,,,,,,
3.9GPa,0,0.644069,0,0,0.296716,0.290864,,,,,,,,,,,
5GPa,0,0.950885,0,0,0.484486,0.474931,0.612435,,,,,,,,,,
6.2GPa,0,0.76929,0,0,0.598851,0.58704,0.495476,0.809025,,,,,,,,,
6.6GPa,,0,,,0,0,0,0,0,,,,,,,,
7.4GPa,0,0.801308,0,0,0.574923,0.563584,0.516097,0.842697,0.960043,0,,,,,,,
8.5GPa,0,0.780074,0,0,0.359372,0.352285,0.825651,0.74176,0.600103,0,0.625079,,,,,,
9.8GPa,0,0.693999,0,0,0.663821,0.650728,0.446983,0.729845,0.902129,0,0.866082,0.54137,,,,,
10.4GPa,,0,,,0,0,0,0,0,,0,0,0,,,,
12.8GPa,0,0.29678,0,0,0.644206,0.657168,0.191147,0.312109,0.385784,0,0.370369,0.23151,0.427637,0,,,
13.3GPa,,0,,,0,0,0,0,0,,0,0,0,,0,,
15.6GPa,,0,,,0,0,0,0,0,,0,0,0,,0,,
