frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,,,0,,,,,,,,,,,,,,
2.3GPa,,,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.654815,0,0,,,,,,,,,,,,
3.9GPa,0,0,0.735482,0,0,0.481605,,,,,,,,,,,
5GPa,,,0,,,0,0,,,,,,,,,,
6.2GPa,,,0,,,0,0,,,,,,,,,,
6.6GPa,0,0,0.884078,0,0,0.578907,0.83192,0,0,,,,,,,,
7.4GPa,,,0,,,0,0,,,0,,,,,,,
8.5GPa,0,0,0.224232,0,0,0.14683,0.304877,0,0,0.253633,0,,,,,,
9.8GPa,0,0,0.847033,0,0,0.77307,0.622977,0,0,0.748843,0,0.189931,,,,,
10.4GPa,,,0,,,0,0,,,0,,0,0,,,,
12.8GPa,,,0,,,0,0,,,0,,0,0,,,,
13.3GPa,,,0,,,0,0,,,0,,0,0,,,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
