frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,,0,,,,,,,,,,,,,,,
2.4GPa_decomp,0,0.31266,0,0,0,,,,,,,,,,,,
3.9GPa,0,0.653614,0,0,0,0.204359,,,,,,,,,,,
5GPa,0,0.701769,0,0,0,0.219416,0.93138,,,,,,,,,,
6.2GPa,,0,,,,0,0,0,,,,,,,,,
6.6GPa,0,0.361348,0,0,0,0.112979,0.552847,0.51491,0,,,,,,,,
7.4GPa,,0,,,,0,0,0,,0,,,,,,,
8.5GPa,,0,,,,0,0,0,,0,,,,,,,
9.8GPa,,0,,,,0,0,0,,0,,,,,,,
10.4GPa,0,0.356151,0,0,0,0.111354,0.544895,0.507505,0,0.985618,0,0,0,,,,
12.8GPa,,0,,,,0,0,0,,0,,,,0,,,
13.3GPa,0,0.920668,0,0,0,0.287856,0.709935,0.76224,0,0.392485,0,0,0,0.38684,0,,
15.6GPa,,0,,,,0,0,0,,0,,,,0,,0,
