frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0.301392,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.108704,0,0,0,0.0327627,,,,,,,,,,,,
3.9GPa,0,,,,0,0,,,,,,,,,,,
5GPa,0,,,,0,0,,,,,,,,,,,
6.2GPa,0.778302,0,0,0,0.234574,0.139669,0,0,,,,,,,,,
6.6GPa,0,,,,0,0,,,0,,,,,,,,
7.4GPa,0,,,,0,0,,,0,,,,,,,,
8.5GPa,0.37014,0,0,0,0.814266,0.0402359,0,0,0.288081,0,0,,,,,,
9.8GPa,0.858663,0,0,0,0.351002,0.0933405,0,0,0.668299,0,0,0.431066,,,,,
10.4GPa,0.392505,0,0,0,0.767868,0.0426671,0,0,0.305488,0,0,0.943019,0.457112,,,,
12.8GPa,0.519574,0,0,0,0.156596,0.209219,0,0,0.667573,0,0,0.192315,0.446139,0.203935,,,
13.3GPa,0,,,,0,0,,,0,,,0,0,0,0,,
15.6GPa,0,,,,0,0,,,0,,,0,0,0,0,,
