frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.793795,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,,0,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,0.19555,0.246348,0,0,,,,,,,,,,,,
3.9GPa,0,0.0823239,0.0653483,0,0,0.0160984,,,,,,,,,,,
5GPa,0,0.329212,0.261327,0,0,0.0643773,0.250063,,,,,,,,,,
6.2GPa,0,0.491117,0.618694,0,0,0.398174,0.0404306,0.161681,,,,,,,,,
6.6GPa,,0,0,,,0,0,0,0,,,,,,,,
7.4GPa,,0,0,,,0,0,0,0,,,,,,,,
8.5GPa,0,0.824505,0.962753,0,0,0.237172,0.0678765,0.271437,0.59565,0,0,,,,,,
9.8GPa,,0,0,,,0,0,0,0,,,0,,,,,
10.4GPa,0,0.2972,0.374403,0,0,0.657975,0.0244666,0.0978417,0.605151,0,0,0.360458,0,,,,
12.8GPa,0,0.633031,0.797473,0,0,0.30891,0.0521135,0.208401,0.775818,0,0,0.76777,0,0.469487,,,
13.3GPa,,0,0,,,0,0,0,0,,,0,,0,0,,
15.6GPa,0,0.735072,0.583497,0,0,0.143743,0.111994,0.447864,0.361006,0,0,0.606071,0,0.218463,0.465323,0,
