frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0.576596,0,,,,,,,,,,,,,,
2.3GPa,0,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,0,,,,,,,,,,,,,
3.9GPa,0,0,,0,,,,,,,,,,,,,
5GPa,0,0,,0,,,,,,,,,,,,,
6.2GPa,0,0.484212,0,0.279195,0,0,0,0,,,,,,,,,
6.6GPa,0,0,,0,,,,,0,,,,,,,,
7.4GPa,0,0.779421,0,0.449411,0,0,0,0,0.621245,0,,,,,,,
8.5GPa,0,0,,0,,,,,0,,0,,,,,,
9.8GPa,0,0.685143,0,0.84157,0,0,0,0,0.331754,0,0.534015,0,,,,,
10.4GPa,0,0.0266833,0,0.0153855,0,0,0,0,0.0551067,0,0.0342348,0,0.0182819,,,,
12.8GPa,0,0,,0,,,,,0,,0,,0,0,,,
13.3GPa,0,0.516468,0,0.297794,0,0,0,0,0.937544,0,0.662631,0,0.353855,0.0516649,0,,
15.6GPa,0,0.941435,0,0.612465,0,0,0,0,0.455854,0,0.733774,0,0.727765,0.0251206,0,0.486221,
