frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.304057,,,,,,,,,,,,,,,,
1.3GPa,0.174149,0.0529514,,,,,,,,,,,,,,,
1.5GPa,0.166455,0.0506118,0.955817,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,,,,,,,,,,,,,
3.9GPa,0.0456209,0.0138714,0.261964,0.274073,0,0,,,,,,,,,,,
5GPa,0.191163,0.0581243,0.911002,0.870751,0,0,0.23865,,,,,,,,,,
6.2GPa,0.3926,0.119373,0.44358,0.423981,0,0,0.116202,0.486914,,,,,,,,,
6.6GPa,0,0,0,0,,,0,0,0,,,,,,,,
7.4GPa,0,0,0,0,,,0,0,0,,,,,,,,
8.5GPa,0.147469,0.0448391,0.846798,0.885942,0,0,0.309358,0.771435,0.375623,0,0,,,,,,
9.8GPa,0.420351,0.127811,0.414295,0.395991,0,0,0.10853,0.454769,0.933982,0,0,0.350825,,,,,
10.4GPa,0,0,0,0,,,0,0,0,,,0,0,,,,
12.8GPa,0,0,0,0,,,0,0,0,,,0,0,,,,
13.3GPa,0.173994,0.0529042,0.999109,0.956669,0,0,0.262198,0.91019,0.443185,0,0,0.847553,0.413926,0,0,,
15.6GPa,0.526578,0.16011,0.330719,0.316107,0,0,0.0866365,0.363028,0.745569,0,0,0.280052,0.798269,0,0,0.330424,
