frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.50728,,,,,,,,,,,,,,
2.3GPa,0,0,0.998935,0.507821,,,,,,,,,,,,,
2.4GPa_decomp,,,0,0,0,,,,,,,,,,,,
3.9GPa,,,0,0,0,,,,,,,,,,,,
5GPa,0,0,0.557025,0.282568,0.556432,0,0,,,,,,,,,,
6.2GPa,,,0,0,0,,,0,,,,,,,,,
6.6GPa,0,0,0.857374,0.434929,0.856461,0,0,0.649687,0,,,,,,,,
7.4GPa,0,0,0.709631,0.714851,0.710387,0,0,0.395282,0,0.608419,,,,,,,
8.5GPa,0,0,0.826877,0.61349,0.827759,0,0,0.460591,0,0.708943,0.858206,,,,,,
9.8GPa,,,0,0,0,,,0,,0,0,0,,,,,
10.4GPa,0,0,0.851975,0.595417,0.852883,0,0,0.474571,0,0.730461,0.832925,0.970542,0,,,,
12.8GPa,,,0,0,0,,,0,,0,0,0,,0,,,
13.3GPa,,,0,0,0,,,0,,0,0,0,,0,,,
15.6GPa,0,0,0.798781,0.405206,0.79793,0,0,0.697344,0,0.931659,0.566839,0.660494,0,0.680541,0,0,
