frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0.944982,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.0674671,0,0,0,0.0637552,,,,,,,,,,,,
3.9GPa,0,,,,0,0,,,,,,,,,,,
5GPa,0,,,,0,0,,,,,,,,,,,
6.2GPa,0.00644965,0,0,0,0.00609481,0.095597,0,0,,,,,,,,,
6.6GPa,0.426599,0,0,0,0.451436,0.0287814,0,0,0.00275141,,,,,,,,
7.4GPa,0,,,,0,0,,,0,0,,,,,,,
8.5GPa,0,,,,0,0,,,0,0,,,,,,,
9.8GPa,0,,,,0,0,,,0,0,,,,,,,
10.4GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
12.8GPa,0,,,,0,0,,,0,0,,,,0,,,
13.3GPa,0.106257,0,0,0,0.100411,0.634944,0,0,0.0606988,0.0453289,0,0,0,0,0,,
15.6GPa,0,,,,0,0,,,0,0,,,,0,,0,
