frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.0192804,,,,,,,,,,,,,,,,
1.3GPa,0.585973,0.0329032,,,,,,,,,,,,,,,
1.5GPa,0.240662,0.00464005,0.141021,,,,,,,,,,,,,,
2.3GPa,0.0619011,0.00119348,0.0362724,0.257212,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0,,,,,,,,,,,,
3.9GPa,0.318787,0.00614633,0.1868,0.75493,0.194177,0,,,,,,,,,,,
5GPa,0,0,0,0,0,,0,,,,,,,,,,
6.2GPa,0,0,0,0,0,,0,,,,,,,,,,
6.6GPa,0,0,0,0,0,,0,,,,,,,,,,
7.4GPa,0,0,0,0,0,,0,,,,,,,,,,
8.5GPa,0,0,0,0,0,,0,,,,,,,,,,
9.8GPa,0,0,0,0,0,,0,,,,,,,,,,
10.4GPa,0,0,0,0,0,,0,,,,,,,,,,
12.8GPa,0.0445496,0.000858933,0.0261048,0.185113,0.719689,0,0.139747,0,0,0,0,0,0,0,,,
13.3GPa,0,0,0,0,0,,0,,,,,,,,0,,
15.6GPa,0.0363025,0.000699926,0.0212723,0.150844,0.586459,0,0.113877,0,0,0,0,0,0,0,0.814879,0,
