frame,path,two_theta,normalized_intensity,prominence,width_deg,peak_group,group_two_theta,delta_from_group,source_methods,source_count,confidence_tier,tier_score,accepted_standard,raw_intensity,residual_height,conventional_prominence,matched_filter_responses,best_matched_scale,best_matched_response,local_center_height,left_side_rise,right_side_rise,two_sided_contrast,local_noise,local_shape_snr,local_slope,local_curvature,width_estimate_deg,nearest_stronger_peak_deg,likely_shoulder,top_peaks_truncated
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.734419,0.00595884,0.00595884,0.120624,,,,raw,1,C,100.006,0,0.27907,-0.191925,0.00595884,,,0,0.00159945,0.00491336,-0.000113275,-0.000113275,0.00550636,-0.0205717,-0.0514357,0.000739449,0.120624,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.750235,0.0407093,0.0407093,0.107985,224,9.740329,0.00990587,bump;micro;shoulder,3,A,2314.87,1,0.277644,-0.18922,0.0407093,,,0,0.00442944,0.00639438,0.00495223,0.00495223,0.00334018,1.48262,-0.0505796,0.000922674,0.107985,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.797681,2.89045,2.89045,0,226,9.807335,-0.00965356,matched,1,A,2142.93,1,0.276717,-0.183676,0,w3:2.89045,3,2.89045,0.00780692,0.0100105,0.00968854,0.00968854,0.00241947,4.00441,-0.068531,5.31587e-05,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.813497,4.74457,4.74457,0.0109352,226,9.807335,0.00616191,matched;micro,2,A,2244,1,0.276278,-0.180859,0.000280357,w5:4.74457,5,4.74457,0.00913056,0.0114903,0.0104318,0.0104318,0.00265758,3.92528,-0.0743762,0.00111857,0.0109352,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.829312,1.70324,1.70324,0.0107957,227,9.829355,-4.27536e-05,matched;raw;shoulder,3,A,2333.35,1,0.277074,-0.17938,0.00460793,w2:1.70324,2,1.70324,0.00860578,0.00954337,0.00999574,0.00954337,0.00301577,3.16449,-0.0786333,0.00154325,0.0107957,0.17397,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.908390,0.00077295,0.00077295,0.0343656,,,,shoulder,1,C,100.001,0,0.260937,-0.177687,0.00077295,,,0,-0.00450488,-0.00253943,-0.00185961,-0.00253943,0.00246199,-1.03145,-0.104826,-0.000207065,0.0343656,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,9.987467,3.45223,3.45223,0,231,9.985616,0.00185126,matched,1,A,2110.84,1,0.257059,-0.162017,0,w8:3.45223,8,3.45223,0.0017067,0.00461626,0.00135934,0.00135934,0.00184049,0.738578,-0.101917,0.000807334,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.003282,0.848655,0.848655,0.0340039,232,10.013829,-0.0105464,matched;micro;raw;shoulder,4,A,2424.66,1,0.25724,-0.158087,0.00249625,w2:0.636118;w3:0.848655,3,0.848655,0.00395307,0.00586118,0.00355172,0.00355172,0.00149154,2.38124,-0.0964019,0.00141421,0.0340039,0.553541,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.098175,0.00124672,0.00124672,0.00810783,235,10.101736,-0.00356045,raw;shoulder,2,B,1200,1,0.245626,-0.14357,0.00124672,,,0,-0.00168702,-0.000230663,0.00139683,-0.000230663,0.00260943,-0.0883957,-0.0709832,0.000578673,0.00810783,0.0948928,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.208883,0.00285457,0.00285457,0.0546765,238,10.206580,0.00230312,micro;raw;shoulder,3,B,1300,1,0.24037,-0.106661,0.00285457,,,0,-0.000323859,0.0020509,-0.000331539,-0.000331539,0.00120185,-0.275858,-0.0357318,0.000558514,0.0546765,0.205601,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.240514,1.19342,1.19342,0,239,10.243535,-0.00302081,matched,1,B,1102.93,1,0.237913,-0.0933784,0,w2:0.780019;w3:1.19342;w5:0.888366,3,1.19342,-8.64587e-05,0.00102866,0.000182932,0.000182932,0.00105367,0.173613,-0.0247862,-0.00018695,0,0.0316309,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.272145,0.00121035,0.00121035,0.0178362,240,10.281990,-0.00984503,raw;shoulder,2,B,1200,1,0.239123,-0.0812288,0.00121035,,,0,-0.000771156,-0.000189115,0.00195844,-0.000189115,0.00294356,-0.064247,-0.000900768,0.000342473,0.0178362,0.0632619,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.335407,0.000815665,0.000815665,0.0110848,241,10.328086,0.00732153,micro;shoulder,2,B,1200,1,0.236926,-0.057188,0.000815665,,,0,-0.0070854,-0.00474631,0.00128664,-0.00474631,0.00399702,-1.18746,0.053579,0.000419979,0.0110848,0.0632619,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.351223,0.00229106,0.00229106,0.0287288,,,,raw,1,C,100.002,0,0.237464,-0.0505266,0.00229106,,,0,-0.0096537,-0.00557039,-0.00115435,-0.00557039,0.0054354,-1.02484,0.0774534,0.000252265,0.0287288,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.430300,0.361301,0.361301,0.0447266,243,10.435574,-0.00527411,matched;shoulder,2,B,1200.37,1,0.249468,-0.00242234,0.00382523,w2:0.361301,2,0.361301,-0.0185672,-0.00475858,0.00253408,-0.00475858,0.0196403,-0.242286,0.304766,0.00142073,0.0447266,0.158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.446115,0.00857856,0.000730759,0.0119346,,,,raw,1,C,100.001,0,0.250903,0.00824903,0.000730759,,,0,-0.0225121,-0.00694044,0.00143342,-0.00694044,0.0220341,-0.314986,0.368807,0.000407889,0.0119346,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.525193,0.0847543,0.000331824,0.0256196,,,,shoulder,1,C,100,0,0.285199,0.0847543,0.000331824,,,0,-0.0156241,0.00217386,-0.010388,-0.010388,0.019436,-0.534474,0.504422,-0.00166434,0.0256196,0.0632619,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.588455,106.3,106.3,0,247,10.608767,-0.0203123,matched,1,A,2237.24,1,0.348916,0.177794,0,w5:106.3;w8:103.253,5,106.3,0.0464142,0.0552849,0.0566173,0.0552849,0.0178697,3.09379,0.305753,0.00301457,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.604270,0.173366,19.3129,4.79154,247,10.608767,-0.00449686,matched;residual,2,A,2254.18,1,0.363899,0.190236,0.497385,w2:12.4222;w3:19.3129,3,19.3129,0.0605001,0.0723558,0.0765611,0.0723558,0.0210513,3.43713,0.254465,0.00592901,4.79154,0.205601,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.620086,0.186083,0.130311,0.302725,247,10.608767,0.0113186,raw;shoulder,2,A,2239.06,1,0.373829,0.184089,0.130311,,,0,0.0656686,0.076388,0.0764514,0.076388,0.0196207,3.89325,0.214277,0.00687478,0.302725,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.635901,0.154124,0.131069,0.309558,248,10.646925,-0.0110243,bump;micro,2,A,2234.83,1,0.373123,0.154124,0.131069,,,0,0.0607785,0.0697165,0.0706824,0.0697165,0.020089,3.47038,0.181384,0.00600891,0.309558,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.809871,7.31901,7.31901,0.0614745,253,10.816963,-0.0070921,matched;micro;raw;shoulder,4,A,2465.6,1,0.358869,0.0649186,0.04928,w2:6.04599;w3:7.31901,3,7.31901,0.0445198,0.0516386,0.0435614,0.0435614,0.00748018,5.82358,-0.217462,0.0124207,0.0614745,0.284678,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.825687,4.54519,4.54519,0,253,10.816963,0.00872337,matched,1,A,2175.49,1,0.350846,0.0568187,0,w5:4.54519,5,4.54519,0.0405739,0.0451236,0.0414113,0.0414113,0.0058372,7.09439,-0.195085,0.00972119,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.920579,0.00817995,0.00817995,0.0247436,,,,raw;shoulder,2,C,200.008,0,0.292884,-0.00501399,0.00817995,,,0,-0.0282224,-0.0103631,0.000487746,-0.0103631,0.0338383,-0.306254,-0.0853041,0.000851549,0.0247436,0.0948928,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.936395,1.29747,1.29747,0,,,,matched,1,C,101.297,0,0.285313,-0.00753476,0,w2:1.29747,2,1.29747,-0.0336527,-0.00460545,0.00159711,-0.00460545,0.0386463,-0.119169,-0.0333984,0.000206139,0,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.968026,0.00053199,0.00053199,0.0174678,,,,raw,1,C,100.001,0,0.284722,-0.012364,0.00053199,,,0,-0.038005,-0.0104645,-0.00614726,-0.0104645,0.0328714,-0.318346,0.05889,-0.00116936,0.0174678,0.0316309,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,10.983841,0.000250391,0.000250391,0.00895942,,,,shoulder,1,C,100,0,0.284458,-0.0122786,0.000250391,,,0,-0.0339141,-0.0101185,-0.00550354,-0.0101185,0.027897,-0.36271,0.0852759,-0.000918972,0.00895942,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.078734,0.0239085,8.93299,0.150253,260,11.071070,0.0076643,bump;matched;residual,3,A,2407.95,1,0.359548,0.0604912,0.0405332,w8:8.93299,8,8.93299,0.0783305,0.0833702,0.0896494,0.0833702,0.00842343,9.89742,-0.0900468,0.0131101,0.150253,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.094550,14.7385,14.7385,0.0730012,261,11.096601,-0.00205121,matched;micro;raw;shoulder,4,A,2655.33,1,0.370519,0.0660631,0.0885435,w2:9.47715;w3:14.7385;w5:14.1898,3,14.7385,0.0872552,0.0945552,0.094307,0.094307,0.00392128,24.05,-0.122208,0.0164373,0.0730012,0.300494,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.236889,2.05309,2.05309,0.00925051,265,11.245706,-0.00881764,matched;raw;shoulder,3,B,1302.06,1,0.253977,-0.0456571,0.00814151,w2:2.05309,2,2.05309,-0.0554123,-0.011053,0.00586735,-0.011053,0.0687633,-0.16074,0.000550857,0.000560629,0.00925051,0.142339,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.395043,0.0315565,102.697,0.183686,269,11.397018,-0.00197428,bump;matched;micro;raw;residual;shoulder,6,A,2951.14,1,0.432446,0.127279,0.317164,w2:84.9093;w3:102.697;w5:25.6396,3,102.697,0.169819,0.176641,0.17612,0.17612,0.0070979,24.813,-0.0110499,0.0374739,0.183686,1.9453,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.410859,14.6485,14.6485,0,269,11.397018,0.0138412,matched,1,A,2275.57,1,0.420826,0.113606,0,w8:14.6485,8,14.6485,0.153247,0.166219,0.158731,0.158731,0.00986361,16.0926,-0.0429224,0.0314617,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.521567,0.00667997,0.00667997,0.247561,,,,shoulder,1,C,100.007,0,0.246134,-0.0437746,0.00667997,,,0,-0.0501459,0.0131942,-0.0291206,-0.0291206,0.0429638,-0.677793,-0.438516,0.00109967,0.247561,0.110708,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.584829,0.00110079,0.00110079,0.0169583,,,,raw,1,C,100.001,0,0.250069,-0.0366454,0.00110079,,,0,-0.0127282,0.00894867,-0.00959596,-0.00959596,0.02086,-0.460017,-0.0608698,-0.000482437,0.0169583,0.0474464,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.632275,2.05613,2.05613,0.0524289,276,11.632226,4.92859e-05,matched;shoulder,2,B,1202.06,1,0.255443,-0.0288328,0.000720393,w2:1.70124;w3:2.05613,3,2.05613,-0.00161485,-0.000884899,0.00169508,-0.000884899,0.00339368,-0.260749,0.115924,0.000253865,0.0524289,0.205601,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.648091,0.000957234,0.000957234,0.0163927,,,,raw,1,C,100.001,0,0.256336,-0.0264623,0.000957234,,,0,-0.00391007,-0.00229275,0.00289975,-0.00229275,0.00593029,-0.386618,0.142387,0.000233832,0.0163927,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.711353,0.000842768,0.000842768,0.0262932,,,,shoulder,1,C,100.001,0,0.262181,-0.0165663,0.000842768,,,0,-0.0175446,-0.0103607,0.00376213,-0.0103607,0.0135589,-0.764127,0.280699,0.000360331,0.0262932,0.0632619,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.837876,13.298,13.298,0.0756867,282,11.837922,-4.50908e-05,matched;micro;raw;shoulder,4,A,2611.85,1,0.342551,0.0613817,0.0677433,w2:10.2231;w3:13.298;w5:11.7164;w8:12.1153,3,13.298,0.0638426,0.067538,0.0696871,0.067538,0.0034027,19.8484,0.065198,0.0119835,0.0756867,0.442833,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.853692,0.0296443,0.0381398,0.178397,282,11.837922,0.0157704,bump;residual,2,A,2335.18,1,0.340737,0.0596723,0.0381398,,,0,0.0610536,0.0677157,0.0645524,0.0645524,0.0047766,13.5143,0.0413964,0.0111353,0.178397,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.980216,0.00203761,0.00203761,0.0258651,,,,raw,1,C,100.002,0,0.279504,-0.0016394,0.00203761,,,0,-0.0168118,0.00456116,-0.0104918,-0.0104918,0.0134819,-0.778216,-0.152004,0.000300878,0.0258651,0.0316309,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,11.996031,0.00115325,0.00115325,0.110828,,,,shoulder,1,C,100.001,0,0.279099,-0.0015363,0.00115325,,,0,-0.013211,0.00671752,-0.00835296,-0.00835296,0.0190892,-0.437575,-0.123692,0.000319265,0.110828,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.011847,0.262466,0.262466,0,,,,matched,1,C,100.262,0,0.277467,-0.00187722,0,w2:0.262466,2,0.262466,-0.00929502,0.006645,-0.00537085,-0.00537085,0.0134555,-0.399156,-0.0811142,0.000168855,0,0.0474464,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.043477,0.00165573,0.00165573,0.0307258,,,,raw,1,C,100.002,0,0.280351,-0.00264322,0.00165573,,,0,-0.00309946,0.0018344,-0.000959086,-0.000959086,0.00460276,-0.208372,0.00282937,0.000121273,0.0307258,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.059293,0.00022937,0.00022937,0.0146494,288,12.062840,-0.00354715,micro;shoulder,2,B,1200,1,0.280238,-0.00272268,0.00022937,,,0,-0.00176174,0.000104251,-0.00101317,-0.00101317,0.00170348,-0.594764,0.0259515,0.000195387,0.0146494,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.138370,0.0018541,0.000895155,0.00791784,290,12.141705,-0.00333463,raw;shoulder,2,A,2216.29,1,0.284815,0.00131946,0.000895155,,,0,0.00189299,0.00225621,0.00206105,0.00206105,0.00126547,1.62868,0.0309168,0.000715625,0.00791784,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.170001,0.00227894,0.000756391,0.0406563,291,12.171766,-0.00176433,raw,1,B,1112.13,1,0.285049,0.0020638,0.000756391,,,0,0.00144484,0.0015257,0.00188233,0.0015257,0.00125838,1.21243,0.0340886,-0.000179531,0.0406563,0.0316309,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.185817,1.37785,1.37785,0,291,12.171766,0.0140511,matched,1,B,1111.44,1,0.284293,0.00237344,0,w3:1.37785,3,1.37785,0.00138704,0.0014959,0.00233202,0.0014959,0.00148645,1.00635,0.0329262,-0.000141453,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.201632,1.80293,1.80293,0,292,12.202149,-0.000516968,matched,1,A,2112.71,1,0.285782,0.00307218,0,w2:0.850285;w5:1.80293,5,1.80293,0.00178121,0.0021035,0.0029752,0.0021035,0.00192912,1.09039,0.031087,0.000504332,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.217448,0.00241946,0.00948669,0.521517,292,12.202149,0.0152985,micro;raw;residual;shoulder,4,A,2409.83,1,0.287353,0.00286329,0.00948669,,,0,0.00120798,0.0017861,0.00248572,0.0017861,0.00181915,0.981832,0.0304616,0.000797432,0.521517,0.0948928,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.312340,0.32191,0.32191,0.0374629,295,12.312070,0.000270676,matched;micro;raw;shoulder,4,A,2431.82,1,0.291605,0.00139732,0.00506605,w2:0.32191,2,0.32191,0.00255521,0.00311777,0.00303666,0.00303666,0.000964317,3.14902,0.0260475,0.00172118,0.0374629,0.474464,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.391418,0.00214635,0.00214635,0.0456238,298,12.398860,-0.00744223,shoulder,1,B,1109.47,1,0.291789,-0.00155337,0.00214635,,,0,0.000525978,0.00166912,0.00116721,0.00116721,0.0012334,0.946339,0.0322915,0.00085342,0.0456238,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.407233,0.0023786,0.0023786,0.0222063,298,12.398860,0.00837324,micro;raw,2,A,2208.47,1,0.291987,-0.00164035,0.0023786,,,0,0.000365951,0.00138704,0.00104747,0.00104747,0.00123753,0.846419,0.0332809,0.000639641,0.0222063,0.0790773,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.486311,0.0027244,0.0027244,0.0304164,301,12.484556,0.00175486,micro;raw;shoulder,3,A,2321.5,1,0.295265,7.9252e-05,0.0027244,,,0,0.00107398,0.00146559,0.00162072,0.00146559,0.000681715,2.14986,0.0343524,0.000714266,0.0304164,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.502126,1.95096,1.95096,0,301,12.484556,0.0175703,matched,1,B,1106.16,1,0.293585,-0.000175547,0,w8:1.95096,8,1.95096,0.00040392,0.00046099,0.00114312,0.00046099,0.00109403,0.421368,0.0378197,8.54199e-05,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.533757,0.724765,0.724765,0,,,,matched,1,C,100.725,0,0.294848,-0.000495533,0,w3:0.529845;w5:0.724765,5,0.724765,-0.00096329,-0.00059234,-0.000275193,-0.00059234,0.00137526,-0.430711,0.0373546,-0.000431053,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.549572,0.38888,0.38888,0,303,12.552228,-0.00265523,matched,1,B,1102.91,1,0.294879,-8.68162e-06,0,w2:0.38888,2,0.38888,-0.000479815,0.000261445,0.000506677,0.000261445,0.00103663,0.252206,0.0355522,0.000297188,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.565388,2.49628e-05,0.00227413,0.0981018,303,12.552228,0.0131602,micro;raw;residual;shoulder,4,A,2405.38,1,0.296913,-0.00013466,0.00227413,,,0,1.52451e-05,0.000719377,0.000816899,0.000719377,0.00133722,0.537966,0.0334278,0.000386938,0.0981018,0.253047,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.597019,2.30223e-05,2.30223e-05,0.00842206,,,,raw,1,C,102.254,0,0.295936,-0.00385063,2.30223e-05,,,0,-0.000248338,0.000410256,0.000394376,0.000394376,0.00174949,0.225424,0.0273927,-0.000500427,0.00842206,0.0316309,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.628650,0.000433811,0.000433811,0.0087322,305,12.640937,-0.0122869,raw,1,B,1115.15,1,0.300074,-0.00522739,0.000433811,,,0,0.00114603,0.00150363,0.001753,0.00150363,0.00099254,1.51493,0.0267389,-6.6527e-05,0.0087322,0.0474464,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.676096,0.396852,0.396852,0.0706382,306,12.669776,0.00631993,matched;micro;shoulder,3,A,2336.98,1,0.301298,-0.00403529,0.00376127,w2:0.396852,2,0.396852,0.0027197,0.0027521,0.00391592,0.0027521,0.000752389,3.65781,0.0289638,0.000777745,0.0706382,0.110708,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.691912,0.00440657,0.00440657,0.0873121,307,12.692701,-0.000789544,raw,1,B,1120.21,1,0.301444,-0.00471346,0.00440657,,,0,0.00166919,0.001811,0.00299372,0.001811,0.000896064,2.02106,0.0278873,0.000659103,0.0873121,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.786804,0.537312,0.537312,0.051681,310,12.799138,-0.0123333,matched;shoulder,2,A,2205.34,1,0.305065,-0.00406424,0.00307099,w2:0.537312;w3:0.2207,2,0.537312,-0.000194536,0.00192755,0.00244757,0.00192755,0.00401879,0.479634,0.0480625,0.00149305,0.051681,0.110708,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.802620,0.004793,0.004793,0.0387614,310,12.799138,0.00348219,micro;raw,2,B,1201.1,1,0.305519,-0.00430006,0.004793,,,0,-0.00177565,0.000518402,0.00239131,0.000518402,0.00472833,0.109637,0.0654904,0.00111094,0.0387614,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.881697,0.00153334,0.00153334,0.0379075,,,,shoulder,1,C,100.002,0,0.308566,-0.00310492,0.00153334,,,0,-0.00713805,-0.00269068,-0.000363129,-0.00269068,0.00603184,-0.44608,0.121649,0.000275461,0.0379075,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.976590,4.24808,4.24808,0,316,12.984518,-0.00792771,matched,1,A,2211.75,1,0.338567,0.0243924,0,w8:4.24808,8,4.24808,0.02509,0.0267401,0.0274385,0.0267401,0.00248736,10.7504,0.0432253,0.00438379,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,12.992405,0.0129877,5.38652,0.181518,316,12.984518,0.00788776,bump;matched;micro;raw;residual;shoulder,6,A,2703.52,1,0.341103,0.0259268,0.0274873,w2:2.6458;w3:3.66503;w5:5.38652,5,5.38652,0.0268489,0.0283465,0.0281044,0.0281044,0.00286474,9.81046,0.0326916,0.00520815,0.181518,1.59736,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.103114,0.00250011,0.00250011,0.0206347,319,13.087343,0.015771,micro;raw;shoulder,3,B,1300,1,0.315697,-0.00463443,0.00250011,,,0,-0.00862728,0.00055618,-0.00307007,-0.00307007,0.00866805,-0.354182,-0.0411643,0.000315639,0.0206347,0.110708,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.166376,0.571553,0.571553,0,,,,matched,1,C,100.572,0,0.315871,-0.00580268,0,w3:0.571553,3,0.571553,-0.00898583,-0.00190108,-0.000609598,-0.00190108,0.00530222,-0.358544,0.0537486,-9.95571e-05,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.182191,0.713487,0.713487,0.0555821,321,13.173823,0.00836782,matched;shoulder,2,B,1200.71,1,0.3174,-0.00514325,0.000979076,w2:0.713487,2,0.713487,-0.00884166,-0.00266778,0.000828428,-0.00266778,0.00895929,-0.297767,0.0952394,0.000246645,0.0555821,0.0790773,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.198007,0.000637197,0.000637197,0.011637,,,,raw,1,C,100.001,0,0.318751,-0.00472909,0.000637197,,,0,-0.00936955,-0.00330981,0.00149544,-0.00330981,0.00963785,-0.343418,0.127119,0.000174642,0.011637,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.340346,5.80274,5.80274,0.0758895,326,13.351751,-0.0114049,matched;micro;shoulder,3,A,2621.42,1,0.360598,0.0307952,0.0305093,w2:3.89716;w3:5.14361;w5:5.80274,5,5.80274,0.0305989,0.0331339,0.0326491,0.0326491,0.00103454,31.559,0.051475,0.00579948,0.0758895,0.34794,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.356161,0.0156465,5.06384,0.201408,326,13.351751,0.0044106,matched;raw;residual,3,A,2385.51,1,0.360621,0.0295612,0.0330251,w8:5.06384,8,5.06384,0.0288957,0.0327298,0.0298915,0.0298915,0.00371723,8.04133,0.0384813,0.00534471,0.201408,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.371977,0.0154114,0.0159649,0.165374,327,13.384804,-0.0128277,bump,1,A,2169.04,1,0.35015,0.0219948,0.0159649,,,0,0.0198771,0.0250735,0.0213231,0.0213231,0.00308902,6.90286,0.0230634,0.00225788,0.165374,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.451054,0.00316343,0.00316343,0.0766845,,,,raw,1,C,100.003,0,0.333158,0.000498068,0.00316343,,,0,-0.0063784,0.00150154,-0.00460078,-0.00460078,0.00459336,-1.00162,-0.0765516,-0.000165865,0.0766845,0.0316309,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.482685,0.00187245,0.00187245,0.0484504,330,13.494889,-0.0122042,micro;shoulder,2,B,1200,1,0.332251,0.000708416,0.00187245,,,0,-0.0041115,0.00424006,-0.00157497,-0.00157497,0.00616674,-0.255397,-0.0818433,0.000603828,0.0484504,0.0158155,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.498500,0.443901,0.443901,0.0243098,330,13.494889,0.00361129,matched;raw,2,B,1200.44,1,0.332442,-0.000414863,0.000195221,w2:0.443901,2,0.443901,-0.00357051,0.00408067,-0.000475587,-0.000475587,0.00940216,-0.0505827,-0.0685292,0.000423326,0.0243098,0.126524,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.514316,0.383301,0.383301,0,,,,matched,1,C,101.132,0,0.332409,-0.00152131,0,w3:0.383301,3,0.383301,-0.00280548,0.00290986,0.000411351,0.000411351,0.00549376,0.074876,-0.0475036,0.000279227,0,0.0158155,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.577578,0.000207654,0.000207654,0.029392,,,,shoulder,1,C,100,0,0.327882,-0.00685773,0.000207654,,,0,-0.00392737,-0.0032119,-0.00281713,-0.0032119,0.000834325,-3.84969,0.00357142,-0.000416764,0.029392,0.0316309,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.609209,0.000723932,0.000723932,0.010712,,,,raw,1,C,100.001,0,0.329638,-0.00725787,0.000723932,,,0,-0.00335738,-0.000659524,-0.00315992,-0.00315992,0.00105723,-2.98888,0.00422564,-0.000666932,0.010712,0.0632619,0,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.672471,0.760396,0.760396,0.0379654,335,13.687771,-0.0153001,matched;micro;raw;shoulder,4,A,2426.02,1,0.334035,-0.0035027,0.00277425,w2:0.6709;w3:0.760396,3,0.760396,0.00162051,0.00263126,0.00316535,0.00263126,0.00104163,2.52608,0.0281778,0.000853921,0.0379654,0.189786,1,0
2.3GPa,Data/Cell_29_integrated/2p3GPa.xy,13.735732,0.000599517,0.000599517,0.0189587,336,13.727006,0.00872673,micro;shoulder,2,B,1200,1,0.332844,-0.00514169,0.000599517,,,0,-0.00400631,-0.00365431,0.00147526,-0.00365431,0.00172962,-2.11278,0.0612743,0.000205114,0.0189587,0.0632619,1,0
