frame,path,two_theta,normalized_intensity,prominence,width_deg,peak_group,group_two_theta,delta_from_group,source_methods,source_count,confidence_tier,tier_score,accepted_standard,raw_intensity,residual_height,conventional_prominence,matched_filter_responses,best_matched_scale,best_matched_response,local_center_height,left_side_rise,right_side_rise,two_sided_contrast,local_noise,local_shape_snr,local_slope,local_curvature,width_estimate_deg,nearest_stronger_peak_deg,likely_shoulder,top_peaks_truncated
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.409859,0.00156159,0.00156159,0.0402059,525,20.409954,-9.47013e-05,micro;shoulder,2,A,2208.09,1,0.0511798,-0.026931,0.00156159,,,0,0.00032521,0.00123802,0.000639242,0.000639242,0.000790339,0.808818,-0.0289418,0.000772647,0.0402059,0.0790773,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.425675,0.00185589,0.00185589,0.044553,525,20.409954,0.0157208,raw,1,B,1109.88,1,0.0513259,-0.0265999,0.00185589,,,0,0.000530473,0.00123257,0.000840038,0.000840038,0.000850479,0.987722,-0.0266782,0.000539896,0.044553,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.488936,0.00224267,0.00224267,0.0266359,527,20.492044,-0.00310739,micro;raw,2,A,2211.52,1,0.0501223,-0.0252698,0.00224267,,,0,0.00119715,0.001374,0.00132587,0.00132587,0.00115133,1.1516,-0.0257917,0.000456899,0.0266359,0.0948928,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.504752,0.00118298,0.00118298,0.0444027,527,20.492044,0.0127081,shoulder,1,B,1112.97,1,0.050116,-0.0247346,0.00118298,,,0,0.00156419,0.00161506,0.00163483,0.00161506,0.00124546,1.29675,-0.0264735,0.000595146,0.0444027,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.520567,0.502751,0.502751,0,528,20.521963,-0.00139584,matched,1,B,1107.6,1,0.0472819,-0.0250851,0,w5:0.502751,5,0.502751,0.00085496,0.000871437,0.00124693,0.000871437,0.00122827,0.709484,-0.0281975,5.28252e-05,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.568014,0.00125149,0.00125149,0.0226075,529,20.578217,-0.0102031,raw,1,B,1108.85,1,0.0472517,-0.0238833,0.00125149,,,0,0.00051719,0.000787213,0.0010198,0.000787213,0.000889975,0.884533,-0.0316786,6.49465e-05,0.0226075,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.583829,0.372519,0.372519,0.0273953,529,20.578217,0.0056124,matched;micro;shoulder,3,A,2312.85,1,0.046525,-0.0229607,0.00104008,w3:0.372519,3,0.372519,0.00104132,0.00130217,0.00162856,0.00130217,0.00104385,1.24747,-0.0306196,0.000508091,0.0273953,0.237232,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.599645,0.382282,0.382282,0,530,20.601307,-0.00166198,matched,1,B,1111.08,1,0.0459043,-0.0225481,0,w2:0.382282,2,0.382282,0.000983496,0.0011944,0.00166782,0.0011944,0.00111657,1.06971,-0.0293367,0.000482436,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.710353,0.00113462,0.00113462,0.0428463,533,20.701752,0.00860067,micro;shoulder,2,B,1200,1,0.0428849,-0.0191792,0.00113462,,,0,-0.000492867,0.000920283,-7.57801e-06,-7.57801e-06,0.00119091,-0.00636322,-0.0182071,0.000491804,0.0428463,0.110708,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.726168,0.00191964,0.00191964,0.0366639,534,20.728529,-0.00236053,raw,1,B,1103.56,1,0.0431177,-0.0182096,0.00191964,,,0,-0.000167649,0.00107973,0.000415821,0.000415821,0.0011694,0.355583,-0.0177133,0.000399594,0.0366639,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.789430,0.00236591,0.00236591,0.072408,536,20.800652,-0.0112222,raw,1,B,1110.32,1,0.0426135,-0.0146206,0.00236591,,,0,0.000591504,0.000792591,0.000802791,0.000792591,0.00076818,1.03178,-0.0131267,-0.000101859,0.072408,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.821061,0.374264,0.374264,0.0412177,537,20.829780,-0.00871859,matched;micro;shoulder,3,A,2333.82,1,0.0417391,-0.0116683,0.00103916,w2:0.359638;w3:0.374264,3,0.374264,0.00215127,0.00211192,0.00195355,0.00195355,0.00058416,3.3442,-0.0168291,0.000552659,0.0412177,0.648434,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.836877,0.510233,0.510233,0.012799,537,20.829780,0.00709687,matched;raw,2,A,2225.42,1,0.0421518,-0.0111239,0.000447743,w5:0.510233,5,0.510233,0.00185586,0.00184321,0.00180766,0.00180766,0.000725746,2.49076,-0.0198184,0.000348376,0.012799,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.900139,0.00155134,0.00155134,0.0342625,539,20.909842,-0.00970338,raw,1,B,1104.62,1,0.039835,-0.00865076,0.00155134,,,0,0.000317878,0.000531288,0.000929705,0.000531288,0.00115062,0.461739,-0.0248021,-0.000196599,0.0342625,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.915954,0.000334421,0.000334421,0.0196692,539,20.909842,0.00611209,micro,1,A,2109.51,1,0.0397363,-0.00705781,0.000334421,,,0,0.000976518,0.00104465,0.00159733,0.00104465,0.00109819,0.951243,-0.0255343,0.000391151,0.0196692,0.0790773,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,20.931769,0.00128174,0.00128174,0.0462983,540,20.942003,-0.0102336,shoulder,1,B,1114.46,1,0.0387204,-0.00601135,0.00128174,,,0,0.00102524,0.00114064,0.00172055,0.00114064,0.000788927,1.44581,-0.0263944,0.000697446,0.0462983,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.010847,0.00199236,0.00199236,0.0757239,,,,raw,1,C,100.002,0,0.0362452,-0.00285658,0.00199236,,,0,-0.00121363,-0.000670731,-0.000730079,-0.000730079,0.000770581,-0.947438,-0.0223284,-0.000187707,0.0757239,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.042478,0.000852002,0.000852002,0.0319674,543,21.036149,0.00632886,micro;shoulder,2,A,2206.77,1,0.035483,0.000665753,0.000852002,,,0,0.000167278,0.00107916,0.000679325,0.000679325,0.00100417,0.676505,-0.0188131,0.000462569,0.0319674,0.17397,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.074109,0.00342742,0.000591506,0.0100947,,,,raw,1,C,100.001,0,0.0358649,0.0023897,0.000591506,,,0,-0.000582387,0.000108105,-0.000215595,-0.000215595,0.000958595,-0.224908,-0.0154241,-5.3837e-05,0.0100947,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.137371,0.00795525,0.00138476,0.0362626,546,21.152403,-0.0150329,micro;raw,2,B,1204.09,1,0.0346569,0.00795525,0.00138476,,,0,0.000160141,0.000660842,0.000254269,0.000254269,0.000622373,0.408547,-0.0122273,0.000193752,0.0362626,0.0632619,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.153186,0.00948357,0.000362161,0.0325157,546,21.152403,0.000782591,shoulder,1,B,1102.85,1,0.034623,0.00948357,0.000362161,,,0,0.000520969,0.000930909,0.000251745,0.000251745,0.000882402,0.285294,-0.0145857,0.000222496,0.0325157,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.200632,4.65593,4.65593,0,547,21.189583,0.011049,matched,1,A,2120.76,1,0.0339946,0.013782,0,w8:4.65593,8,4.65593,0.00154339,0.00196652,0.00204156,0.00196652,0.00122103,1.61053,-0.0237699,8.78017e-05,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.216448,0.0153716,0.000910155,0.0186353,548,21.240395,-0.0239473,micro;raw;shoulder,3,A,2324.41,1,0.0342828,0.0153716,0.000910155,,,0,0.0020583,0.00252237,0.00274713,0.00252237,0.0010335,2.44059,-0.0249537,0.000333002,0.0186353,0.253047,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.232263,3.83536,3.83536,0,548,21.240395,-0.00813183,matched,1,A,2128.98,1,0.0335498,0.0162861,0,w5:3.83536,5,3.83536,0.00198323,0.00255319,0.00247749,0.00247749,0.000985459,2.51404,-0.0261411,0.000132611,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.248079,0.0163895,2.6341,0.21425,548,21.240395,0.00768363,matched;residual,2,A,2216.79,1,0.032558,0.0166245,0.0229246,w3:2.6341,3,2.6341,0.00165807,0.00173289,0.00202754,0.00173289,0.00122604,1.4134,-0.0275074,-0.000157805,0.21425,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.263894,1.70736,1.70736,0,549,21.276275,-0.0123802,matched,1,A,2113.25,1,0.0316783,0.0166186,0,w2:1.70736,2,1.70736,0.00162438,0.0014275,0.00209642,0.0014275,0.00123662,1.15435,-0.0283804,7.64124e-05,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.279710,0.0154449,0.00105734,0.0249546,549,21.276275,0.00343523,raw;shoulder,2,A,2209.14,1,0.0323074,0.0152438,0.00105734,,,0,0.00140473,0.0012755,0.00226751,0.0012755,0.0013963,0.91349,-0.0279933,0.000503035,0.0249546,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.358787,0.00145517,0.00145517,0.0192536,,,,raw,1,C,100.001,0,0.0283454,-0.00139645,0.00145517,,,0,-0.00270897,-0.00200878,-0.00139523,-0.00200878,0.000796106,-2.52325,-0.0243597,-0.000205563,0.0192536,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.374603,0.000624263,0.000624263,0.0131575,551,21.373106,0.00149679,micro;shoulder,2,B,1200,1,0.0273312,-0.00132215,0.000624263,,,0,-0.00207878,-0.00033462,-0.00112416,-0.00112416,0.00103147,-1.08987,-0.0237615,0.000121372,0.0131575,0.0790773,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.406233,9.14826e-05,9.14826e-05,0.00890387,,,,raw,1,C,100,0,0.0272587,-0.00138224,9.14826e-05,,,0,-0.00151018,0.000205968,-0.000879991,-0.000879991,0.00157584,-0.558427,-0.0191609,-0.00050289,0.00890387,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.453680,0.488484,0.488484,0.0521035,554,21.446018,0.00766212,matched;micro,2,A,2226.53,1,0.0290147,0.0016121,0.00212863,w2:0.488484,2,0.488484,0.00205931,0.00262071,0.00218978,0.00218978,0.000840906,2.60407,-0.0109313,0.000723489,0.0521035,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.469495,0.294748,0.294748,0.0446672,555,21.475758,-0.00626275,matched;raw;shoulder,3,A,2343.78,1,0.0298294,0.00182637,0.00329698,w3:0.294748,3,0.294748,0.00223588,0.00251255,0.00247385,0.00247385,0.000568951,4.34809,-0.00858623,0.000847038,0.0446672,0.506095,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.548573,0.000956776,8.65659e-05,0.0082116,557,21.540847,0.00772533,raw,1,B,1104.21,1,0.0266949,0.000211451,8.65659e-05,,,0,0.000277977,0.00128025,0.000720964,0.000720964,0.00171154,0.421238,-0.0200149,0.000141401,0.0082116,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.564388,0.00147524,0.00147524,0.0729301,558,21.574012,-0.0096238,micro;shoulder,2,A,2208.58,1,0.0266083,0.000997434,0.00147524,,,0,0.00117307,0.00203849,0.00130034,0.00130034,0.00151542,0.858068,-0.0217016,0.000389959,0.0729301,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.580204,0.507631,0.507631,0.0517251,558,21.574012,0.00619167,matched;raw,2,A,2215.94,1,0.0267367,0.00117913,0.00229455,w5:0.507631,5,0.507631,0.00152147,0.00229035,0.00169232,0.00169232,0.0010971,1.54254,-0.02394,0.000206892,0.0517251,0.110708,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.596019,0.476024,0.476024,0,559,21.608964,-0.0129448,matched,1,B,1120.6,1,0.0252654,0.00125876,0,w2:0.410737;w3:0.476024,3,0.476024,0.00174936,0.00203986,0.00175076,0.00175076,0.00086979,2.01285,-0.0256435,0.000194982,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.627650,0.00220219,0.00125942,0.0155279,560,21.629975,-0.00232471,raw;shoulder,2,A,2212.85,1,0.0265248,0.000853853,0.00125942,,,0,0.00128635,0.00143666,0.00170057,0.00143666,0.00111828,1.28471,-0.0238492,0.000473701,0.0155279,0.0474464,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.706727,0.00258529,0.00258529,0.0366723,562,21.706648,7.93333e-05,micro;raw;shoulder,3,B,1300,1,0.0229296,-0.000804136,0.00258529,,,0,-0.00103163,-4.99184e-05,0.000130753,-4.99184e-05,0.000632825,-0.0788816,-0.0186761,0.00048909,0.0366723,0.0790773,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.817436,0.00159509,0.00159509,0.0756813,566,21.827572,-0.0101367,raw,1,B,1113.86,1,0.0220039,0.00111245,0.00159509,,,0,0.00099147,0.00119964,0.00125982,0.00119964,0.000865939,1.38536,-0.00545498,0.000308575,0.0756813,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.833251,0.311432,0.311432,0.0700557,566,21.827572,0.00567878,matched;micro;shoulder,3,A,2317.19,1,0.0217576,0.00150739,0.00162823,w2:0.311432,2,0.311432,0.00123448,0.001359,0.00158963,0.001359,0.000805229,1.68772,-0.00533432,0.000366527,0.0700557,0.142339,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.849067,0.00165493,5.91146e-05,0.00864,567,21.851198,-0.00213118,raw,1,B,1112.03,1,0.0218167,0.00129605,5.91146e-05,,,0,0.00104974,0.00113183,0.00127683,0.00113183,0.00094118,1.20257,-0.00932644,1.15816e-05,0.00864,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.864882,0.00147757,0.000519631,0.0383597,567,21.851198,0.0136843,bump,1,A,2110.37,1,0.0211783,0.00112915,0.000519631,,,0,0.00105416,0.00132589,0.00143687,0.00132589,0.00127905,1.03662,-0.0146142,-0.000104492,0.0383597,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.880697,0.00174425,0.00289157,0.144556,568,21.890376,-0.00967857,residual;shoulder,2,A,2210.06,1,0.0197989,0.0014024,0.00289157,,,0,0.00137943,0.00203886,0.00212795,0.00203886,0.00202699,1.00586,-0.018065,0.000392601,0.144556,0.0474464,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.896513,0.678944,0.678944,0.0253994,568,21.890376,0.0061369,matched;raw,2,A,2207.62,1,0.0208927,0.00106222,0.00109376,w5:0.678944;w8:0.631825,5,0.678944,0.000951799,0.00160012,0.00178263,0.00160012,0.00230553,0.694035,-0.0188268,0.000316867,0.0253994,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.959775,0.748017,0.748017,0,570,21.950967,0.00880829,matched,1,B,1169.31,1,0.0226477,0.00321765,0,w3:0.748017,3,0.748017,0.00331852,0.00334892,0.00356301,0.00334892,0.000488427,6.85652,-0.0253777,0.00119236,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,21.975590,1.01475,1.01475,0.0374523,571,21.977047,-0.00145705,matched;micro;raw;shoulder,4,A,2464.66,1,0.0246083,0.00408609,0.00783847,w2:1.01475,2,1.01475,0.00409867,0.00381109,0.0047357,0.00381109,0.00059884,6.36411,-0.0239218,0.00230972,0.0374523,0.964743,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.070483,0.254768,0.254768,0.0517778,574,22.083248,-0.0127648,matched;micro;raw;shoulder,4,A,2407.3,1,0.0191795,0.0011833,0.00786811,w2:0.254768,2,0.254768,0.000875484,0.00226527,0.00113441,0.00113441,0.00161166,0.703876,-0.0165375,0.00174525,0.0517778,0.0948928,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.149560,0.00559278,0.00559278,0.0457515,576,22.151037,-0.00147695,raw;shoulder,2,A,2225.45,1,0.0183196,0.00135175,0.00559278,,,0,0.00217426,0.00296442,0.00219753,0.00219753,0.00086367,2.54441,-0.0111738,0.00090415,0.0457515,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.165376,0.542892,0.542892,0.0485543,576,22.151037,0.0143385,bump;matched;micro,3,A,2331.71,1,0.0176626,0.00167521,0.00252394,w2:0.542892;w3:0.525567,2,0.542892,0.00278075,0.00307381,0.00257882,0.00257882,0.0008276,3.11602,-0.00995659,0.00086444,0.0485543,0.0948928,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.197007,0.594132,0.594132,0,577,22.198105,-0.00109822,matched,1,B,1106.44,1,0.01416,0.000157202,0,w5:0.594132,5,0.594132,0.000996521,0.00136361,0.000758114,0.000758114,0.00129747,0.584301,-0.0196026,-0.000377831,0,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.212822,0.000912433,0.000912433,0.0243833,578,22.234110,-0.0212881,raw,1,B,1105.21,1,0.0150725,-0.000159897,0.000912433,,,0,0.000520349,0.000982814,0.000893005,0.000893005,0.00171278,0.521377,-0.0242784,-0.000237304,0.0243833,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.228638,0.000182866,0.000182866,0.0211507,578,22.234110,-0.00547268,shoulder,1,B,1105.76,1,0.0146779,-1.63942e-05,0.000182866,,,0,0.000617732,0.000916375,0.00113298,0.000916375,0.00158968,0.576453,-0.0247314,4.09639e-05,0.0211507,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.260269,5.57221e-06,5.57221e-06,0.00996799,,,,raw,1,C,100.59,0,0.0132055,-0.00025634,5.57221e-06,,,0,0.00027358,0.000125653,0.00147306,0.000125653,0.00213084,0.0589687,-0.0201249,-0.000141902,0.00996799,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.291900,0.000910528,0.000910528,0.0113082,580,22.307337,-0.0154377,raw;shoulder,2,B,1203.43,1,0.0138975,4.44304e-05,0.000910528,,,0,0.000244636,0.000437581,0.00184015,0.000437581,0.00127606,0.342916,-0.0209516,0.000532697,0.0113082,0.126524,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.418423,0.453907,0.453907,0.0580523,584,22.430551,-0.0121275,matched;micro;raw;shoulder,4,A,2417.07,1,0.0133276,0.00131065,0.00478368,w2:0.453907;w3:0.219549,2,0.453907,0.00213209,0.00302304,0.00230822,0.00230822,0.00138924,1.6615,-0.0111717,0.00102017,0.0580523,0.237232,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.513316,0.00277875,0.00277875,0.0461492,586,22.502717,0.0105992,micro;raw;shoulder,3,A,2309.13,1,0.0110287,0.00118136,0.00277875,,,0,0.000690635,0.00154406,0.0014122,0.0014122,0.00154664,0.913079,-0.00453003,0.000584901,0.0461492,0.0948928,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.529132,0.238209,0.238209,0,587,22.541835,-0.0127038,matched,1,B,1105.92,1,0.0104581,0.00116016,0,w2:0.238209,2,0.238209,0.000337601,0.00085902,0.00120854,0.00085902,0.00151092,0.56854,-0.00714827,0.00041294,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.576578,0.988227,0.988227,0.0105952,,,,matched;raw,2,C,200.988,0,0.00873604,0.0003627,0.00022202,w8:0.988227,8,0.988227,-0.00049808,0.000167225,-2.02027e-05,-2.02027e-05,0.00210398,-0.00960216,-0.0180067,-0.000415794,0.0105952,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.608209,0.00188961,0.00320976,0.15243,589,22.603932,0.00427656,residual,1,A,2111.14,1,0.00905345,0.00124588,0.00320976,,,0,0.00136667,0.00178858,0.0025415,0.00178858,0.00160634,1.11345,-0.023816,-0.000200366,0.15243,0.0474464,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.624024,1.24048,1.24048,0,590,22.635276,-0.0112515,matched,1,B,1125.15,1,0.00938401,0.00202555,0,w5:1.24048,5,1.24048,0.00259756,0.0025706,0.00334657,0.0025706,0.00107497,2.39133,-0.0260658,1.88936e-05,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.655655,1.05768,1.05768,0.051133,591,22.663684,-0.00802866,matched;micro;raw;shoulder,4,A,2433.6,1,0.0107211,0.0033519,0.00263839,w2:0.871213;w3:1.05768,3,1.05768,0.00376979,0.00358829,0.00521654,0.00358829,0.0011027,3.25409,-0.0236222,0.000956756,0.051133,0.284678,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.734733,0.000368934,0.000368934,0.0193878,,,,shoulder,1,C,100,0,0.0029858,-0.00289958,0.000368934,,,0,-0.00333932,-0.00171499,-0.00027892,-0.00171499,0.00259599,-0.660631,-0.0263626,-0.000190785,0.0193878,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.750548,0.0008554,0.0008554,0.0101536,,,,raw,1,C,100.001,0,0.0038412,-0.00373406,0.0008554,,,0,-0.00461513,-0.00304282,-0.00133505,-0.00304282,0.0020172,-1.50844,-0.0210176,-0.000746323,0.0101536,0.0474464,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.797994,0.563453,0.563453,0,595,22.804800,-0.00680517,matched,1,B,1103.93,1,0.00617617,0.000781964,0,w3:0.563453,3,0.563453,-0.000565534,0.00273666,0.00180905,0.00180905,0.00537398,0.336631,0.000183578,0.000859788,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.813810,1.2285,1.2285,0.0447021,595,22.804800,0.0090103,matched;micro;raw;shoulder,4,A,2409.99,1,0.00926544,0.00285367,0.00926544,w2:1.2285,2,1.2285,0.00164257,0.0042942,0.00410836,0.00410836,0.00469575,0.874911,0.00437241,0.00251212,0.0447021,0.126524,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.924518,1.64281,1.64281,0.0804924,599,22.931405,-0.00688652,matched;raw,2,A,2226.93,1,0.0122364,0.0092372,0.0144898,w2:1.64281,2,1.64281,0.00926987,0.0107285,0.00987632,0.00987632,0.00390803,2.52718,-0.00430489,0.00277086,0.0804924,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.940334,0.00389391,1.70969,0.222975,599,22.931405,0.00892894,bump;matched;micro;residual;shoulder,5,A,2535.94,1,0.0113982,0.00999759,0.0140169,w3:1.70969,3,1.70969,0.0100151,0.0115587,0.0101581,0.0101581,0.00296872,3.42169,-0.010297,0.00286607,0.222975,2.83097,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.956149,1.90351,1.90351,0,600,22.956818,-0.000668738,matched,1,A,2119.11,1,0.00979535,0.00621243,0,w5:1.90351,5,1.90351,0.00574562,0.00619287,0.00639434,0.00619287,0.00359985,1.72031,-0.0142878,0.000772337,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,22.987780,1.87618,1.87618,0,,,,matched,1,C,101.876,0,-0.00255117,9.548e-05,0,w8:1.87618,8,1.87618,-0.00141819,-3.41259e-05,0.000207298,-3.41259e-05,0.0046701,-0.00730731,-0.0154617,-0.00197193,0,0.0316309,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.035226,0.639819,0.639819,0.0325449,602,23.045985,-0.0107582,matched;micro;raw;shoulder,4,A,2411.4,1,0.00616578,0.00447148,0.00871695,w2:0.639819,2,0.639819,0.00280035,0.00509095,0.00389049,0.00389049,0.00361869,1.07511,-0.0325315,0.00210222,0.0325449,0.0948928,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.145935,0.869708,0.869708,0.0482634,605,23.131958,0.0139772,matched;micro;raw;shoulder,4,A,2433.58,1,0.00281211,0.00192429,0.00587193,w2:0.869708,2,0.869708,0.00356101,0.00520027,0.00372316,0.00372316,0.00113837,3.27061,-0.037293,0.00134183,0.0482634,0.205601,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.161750,0.432224,0.432224,0,606,23.166929,-0.00517869,matched,1,B,1139.22,1,-0.00119198,0.000800094,0,w3:0.432224,3,0.432224,0.00254413,0.00309619,0.00291787,0.00291787,0.000752201,3.87911,-0.0377215,0.00087851,0,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.225012,0.000426762,0.000426762,0.0192439,608,23.242852,-0.0178401,micro,1,B,1100,1,-0.0070614,-0.00352587,0.000426762,,,0,-0.00226908,-0.000762436,0.000317971,-0.000762436,0.00270468,-0.281895,-0.0196307,7.28393e-05,0.0192439,0.0632619,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.240828,0.00122332,0.00122332,0.0739694,,,,shoulder,1,C,100.001,0,-0.00521544,-0.00360296,0.00122332,,,0,-0.00222517,-0.000619205,0.000396485,-0.000619205,0.00284767,-0.217442,-0.0180912,0.000279459,0.0739694,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.256643,0.0052926,0.0052926,0.0172227,,,,raw,1,C,100.005,0,-0.0017688,-0.00433151,0.0052926,,,0,-0.00287284,-0.000902327,-0.000483268,-0.000902327,0.00284767,-0.316864,-0.0188232,-0.000237084,0.0172227,0.0316309,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.272458,0.000457086,0.000457086,0.0239385,,,,shoulder,1,C,100,0,-0.0100079,-0.00415264,0.000457086,,,0,-0.00288712,-0.000419726,-0.00121235,-0.00121235,0.00253322,-0.47858,-0.018206,0.000220002,0.0239385,0.0158155,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.304089,0.00529561,0.00529561,0.0344493,,,,raw,1,C,100.005,0,-0.00471227,-0.00558515,0.00529561,,,0,-0.00420155,-0.00163405,-0.00316892,-0.00316892,0.00258078,-1.22789,-0.0110192,-0.00121312,0.0344493,0.0632619,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.367351,0.727933,0.727933,0.0599468,612,23.375730,-0.00837909,matched;micro;raw;shoulder,4,A,2432.5,1,0.00108674,0.000851049,0.0111515,w2:0.676529;w3:0.727933,3,0.727933,0.00360772,0.00396237,0.00401199,0.00396237,0.00124741,3.17647,-0.00201647,0.00160459,0.0599468,0.221417,1,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.383167,0,0.00166568,0.0892048,612,23.375730,0.00743638,bump,1,A,2126.01,1,-0.00338726,0.000440457,0.00166568,,,0,0.00317544,0.00371992,0.00391248,0.00371992,0.00143052,2.60039,-0.00506177,0.00104357,0.0892048,0.0158155,0,0
1.5GPa,Data/Cell_29_integrated/1p5GPa.xy,23.414798,1.02991,1.02991,0,613,23.407666,0.00713206,matched,1,B,1102.88,1,-0.00748167,-0.00318952,0,w5:1.02991,5,1.02991,-0.000303191,0.00093774,0.000367451,0.000367451,0.00198824,0.184813,-0.0133608,-0.00181135,0,0.0158155,0,0
