peak_group,group_two_theta,frame_a,frame_b,present_a,present_b,area_a,area_b,similarity
1,2.048103,1GPa,0.7GPa,0,0,0,0,
1,2.048103,1.3GPa,0.7GPa,0,0,0,0,
1,2.048103,1.3GPa,1GPa,0,0,0,0,
1,2.048103,1.5GPa,0.7GPa,0,0,0,0,
1,2.048103,1.5GPa,1GPa,0,0,0,0,
1,2.048103,1.5GPa,1.3GPa,0,0,0,0,
1,2.048103,2.3GPa,0.7GPa,0,0,0,0,
1,2.048103,2.3GPa,1GPa,0,0,0,0,
1,2.048103,2.3GPa,1.3GPa,0,0,0,0,
1,2.048103,2.3GPa,1.5GPa,0,0,0,0,
1,2.048103,2.4GPa_decomp,0.7GPa,0,0,0,0,
1,2.048103,2.4GPa_decomp,1GPa,0,0,0,0,
1,2.048103,2.4GPa_decomp,1.3GPa,0,0,0,0,
1,2.048103,2.4GPa_decomp,1.5GPa,0,0,0,0,
1,2.048103,2.4GPa_decomp,2.3GPa,0,0,0,0,
1,2.048103,3.9GPa,0.7GPa,1,0,0,0,0
1,2.048103,3.9GPa,1GPa,1,0,0,0,0
1,2.048103,3.9GPa,1.3GPa,1,0,0,0,0
1,2.048103,3.9GPa,1.5GPa,1,0,0,0,0
1,2.048103,3.9GPa,2.3GPa,1,0,0,0,0
1,2.048103,3.9GPa,2.4GPa_decomp,1,0,0,0,0
1,2.048103,5GPa,0.7GPa,0,0,0,0,
1,2.048103,5GPa,1GPa,0,0,0,0,
1,2.048103,5GPa,1.3GPa,0,0,0,0,
1,2.048103,5GPa,1.5GPa,0,0,0,0,
1,2.048103,5GPa,2.3GPa,0,0,0,0,
1,2.048103,5GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,5GPa,3.9GPa,0,1,0,0,0
1,2.048103,6.2GPa,0.7GPa,1,0,0,0,0
1,2.048103,6.2GPa,1GPa,1,0,0,0,0
1,2.048103,6.2GPa,1.3GPa,1,0,0,0,0
1,2.048103,6.2GPa,1.5GPa,1,0,0,0,0
1,2.048103,6.2GPa,2.3GPa,1,0,0,0,0
1,2.048103,6.2GPa,2.4GPa_decomp,1,0,0,0,0
1,2.048103,6.2GPa,3.9GPa,1,1,0,0,1
1,2.048103,6.2GPa,5GPa,1,0,0,0,0
1,2.048103,6.6GPa,0.7GPa,0,0,0,0,
1,2.048103,6.6GPa,1GPa,0,0,0,0,
1,2.048103,6.6GPa,1.3GPa,0,0,0,0,
1,2.048103,6.6GPa,1.5GPa,0,0,0,0,
1,2.048103,6.6GPa,2.3GPa,0,0,0,0,
1,2.048103,6.6GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,6.6GPa,3.9GPa,0,1,0,0,0
1,2.048103,6.6GPa,5GPa,0,0,0,0,
1,2.048103,6.6GPa,6.2GPa,0,1,0,0,0
1,2.048103,7.4GPa,0.7GPa,0,0,0,0,
1,2.048103,7.4GPa,1GPa,0,0,0,0,
1,2.048103,7.4GPa,1.3GPa,0,0,0,0,
1,2.048103,7.4GPa,1.5GPa,0,0,0,0,
1,2.048103,7.4GPa,2.3GPa,0,0,0,0,
1,2.048103,7.4GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,7.4GPa,3.9GPa,0,1,0,0,0
1,2.048103,7.4GPa,5GPa,0,0,0,0,
1,2.048103,7.4GPa,6.2GPa,0,1,0,0,0
1,2.048103,7.4GPa,6.6GPa,0,0,0,0,
1,2.048103,8.5GPa,0.7GPa,0,0,0,0,
1,2.048103,8.5GPa,1GPa,0,0,0,0,
1,2.048103,8.5GPa,1.3GPa,0,0,0,0,
1,2.048103,8.5GPa,1.5GPa,0,0,0,0,
1,2.048103,8.5GPa,2.3GPa,0,0,0,0,
1,2.048103,8.5GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,8.5GPa,3.9GPa,0,1,0,0,0
1,2.048103,8.5GPa,5GPa,0,0,0,0,
1,2.048103,8.5GPa,6.2GPa,0,1,0,0,0
1,2.048103,8.5GPa,6.6GPa,0,0,0,0,
1,2.048103,8.5GPa,7.4GPa,0,0,0,0,
1,2.048103,9.8GPa,0.7GPa,1,0,0,0,0
1,2.048103,9.8GPa,1GPa,1,0,0,0,0
1,2.048103,9.8GPa,1.3GPa,1,0,0,0,0
1,2.048103,9.8GPa,1.5GPa,1,0,0,0,0
1,2.048103,9.8GPa,2.3GPa,1,0,0,0,0
1,2.048103,9.8GPa,2.4GPa_decomp,1,0,0,0,0
1,2.048103,9.8GPa,3.9GPa,1,1,0,0,1
1,2.048103,9.8GPa,5GPa,1,0,0,0,0
1,2.048103,9.8GPa,6.2GPa,1,1,0,0,1
1,2.048103,9.8GPa,6.6GPa,1,0,0,0,0
1,2.048103,9.8GPa,7.4GPa,1,0,0,0,0
1,2.048103,9.8GPa,8.5GPa,1,0,0,0,0
1,2.048103,10.4GPa,0.7GPa,0,0,0,0,
1,2.048103,10.4GPa,1GPa,0,0,0,0,
1,2.048103,10.4GPa,1.3GPa,0,0,0,0,
1,2.048103,10.4GPa,1.5GPa,0,0,0,0,
1,2.048103,10.4GPa,2.3GPa,0,0,0,0,
1,2.048103,10.4GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,10.4GPa,3.9GPa,0,1,0,0,0
1,2.048103,10.4GPa,5GPa,0,0,0,0,
1,2.048103,10.4GPa,6.2GPa,0,1,0,0,0
1,2.048103,10.4GPa,6.6GPa,0,0,0,0,
1,2.048103,10.4GPa,7.4GPa,0,0,0,0,
1,2.048103,10.4GPa,8.5GPa,0,0,0,0,
1,2.048103,10.4GPa,9.8GPa,0,1,0,0,0
1,2.048103,12.8GPa,0.7GPa,0,0,0,0,
1,2.048103,12.8GPa,1GPa,0,0,0,0,
1,2.048103,12.8GPa,1.3GPa,0,0,0,0,
1,2.048103,12.8GPa,1.5GPa,0,0,0,0,
1,2.048103,12.8GPa,2.3GPa,0,0,0,0,
1,2.048103,12.8GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,12.8GPa,3.9GPa,0,1,0,0,0
1,2.048103,12.8GPa,5GPa,0,0,0,0,
1,2.048103,12.8GPa,6.2GPa,0,1,0,0,0
1,2.048103,12.8GPa,6.6GPa,0,0,0,0,
1,2.048103,12.8GPa,7.4GPa,0,0,0,0,
1,2.048103,12.8GPa,8.5GPa,0,0,0,0,
1,2.048103,12.8GPa,9.8GPa,0,1,0,0,0
1,2.048103,12.8GPa,10.4GPa,0,0,0,0,
1,2.048103,13.3GPa,0.7GPa,0,0,0,0,
1,2.048103,13.3GPa,1GPa,0,0,0,0,
1,2.048103,13.3GPa,1.3GPa,0,0,0,0,
1,2.048103,13.3GPa,1.5GPa,0,0,0,0,
1,2.048103,13.3GPa,2.3GPa,0,0,0,0,
1,2.048103,13.3GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,13.3GPa,3.9GPa,0,1,0,0,0
1,2.048103,13.3GPa,5GPa,0,0,0,0,
1,2.048103,13.3GPa,6.2GPa,0,1,0,0,0
1,2.048103,13.3GPa,6.6GPa,0,0,0,0,
1,2.048103,13.3GPa,7.4GPa,0,0,0,0,
1,2.048103,13.3GPa,8.5GPa,0,0,0,0,
1,2.048103,13.3GPa,9.8GPa,0,1,0,0,0
1,2.048103,13.3GPa,10.4GPa,0,0,0,0,
1,2.048103,13.3GPa,12.8GPa,0,0,0,0,
1,2.048103,15.6GPa,0.7GPa,0,0,0,0,
1,2.048103,15.6GPa,1GPa,0,0,0,0,
1,2.048103,15.6GPa,1.3GPa,0,0,0,0,
1,2.048103,15.6GPa,1.5GPa,0,0,0,0,
1,2.048103,15.6GPa,2.3GPa,0,0,0,0,
1,2.048103,15.6GPa,2.4GPa_decomp,0,0,0,0,
1,2.048103,15.6GPa,3.9GPa,0,1,0,0,0
1,2.048103,15.6GPa,5GPa,0,0,0,0,
1,2.048103,15.6GPa,6.2GPa,0,1,0,0,0
1,2.048103,15.6GPa,6.6GPa,0,0,0,0,
1,2.048103,15.6GPa,7.4GPa,0,0,0,0,
1,2.048103,15.6GPa,8.5GPa,0,0,0,0,
1,2.048103,15.6GPa,9.8GPa,0,1,0,0,0
1,2.048103,15.6GPa,10.4GPa,0,0,0,0,
1,2.048103,15.6GPa,12.8GPa,0,0,0,0,
1,2.048103,15.6GPa,13.3GPa,0,0,0,0,
2,2.095529,1GPa,0.7GPa,0,0,0,0,
2,2.095529,1.3GPa,0.7GPa,0,0,0,0,
2,2.095529,1.3GPa,1GPa,0,0,0,0,
2,2.095529,1.5GPa,0.7GPa,1,0,0,0,0
2,2.095529,1.5GPa,1GPa,1,0,0,0,0
2,2.095529,1.5GPa,1.3GPa,1,0,0,0,0
2,2.095529,2.3GPa,0.7GPa,1,0,0,0,0
2,2.095529,2.3GPa,1GPa,1,0,0,0,0
2,2.095529,2.3GPa,1.3GPa,1,0,0,0,0
2,2.095529,2.3GPa,1.5GPa,1,1,0,0,1
2,2.095529,2.4GPa_decomp,0.7GPa,0,0,0,0,
2,2.095529,2.4GPa_decomp,1GPa,0,0,0,0,
2,2.095529,2.4GPa_decomp,1.3GPa,0,0,0,0,
2,2.095529,2.4GPa_decomp,1.5GPa,0,1,0,0,0
2,2.095529,2.4GPa_decomp,2.3GPa,0,1,0,0,0
2,2.095529,3.9GPa,0.7GPa,0,0,0,0,
2,2.095529,3.9GPa,1GPa,0,0,0,0,
2,2.095529,3.9GPa,1.3GPa,0,0,0,0,
2,2.095529,3.9GPa,1.5GPa,0,1,0,0,0
2,2.095529,3.9GPa,2.3GPa,0,1,0,0,0
2,2.095529,3.9GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,5GPa,0.7GPa,0,0,0,0,
2,2.095529,5GPa,1GPa,0,0,0,0,
2,2.095529,5GPa,1.3GPa,0,0,0,0,
2,2.095529,5GPa,1.5GPa,0,1,0,0,0
2,2.095529,5GPa,2.3GPa,0,1,0,0,0
2,2.095529,5GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,5GPa,3.9GPa,0,0,0,0,
2,2.095529,6.2GPa,0.7GPa,0,0,0,0,
2,2.095529,6.2GPa,1GPa,0,0,0,0,
2,2.095529,6.2GPa,1.3GPa,0,0,0,0,
2,2.095529,6.2GPa,1.5GPa,0,1,0,0,0
2,2.095529,6.2GPa,2.3GPa,0,1,0,0,0
2,2.095529,6.2GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,6.2GPa,3.9GPa,0,0,0,0,
2,2.095529,6.2GPa,5GPa,0,0,0,0,
2,2.095529,6.6GPa,0.7GPa,0,0,0,0,
2,2.095529,6.6GPa,1GPa,0,0,0,0,
2,2.095529,6.6GPa,1.3GPa,0,0,0,0,
2,2.095529,6.6GPa,1.5GPa,0,1,0,0,0
2,2.095529,6.6GPa,2.3GPa,0,1,0,0,0
2,2.095529,6.6GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,6.6GPa,3.9GPa,0,0,0,0,
2,2.095529,6.6GPa,5GPa,0,0,0,0,
2,2.095529,6.6GPa,6.2GPa,0,0,0,0,
2,2.095529,7.4GPa,0.7GPa,1,0,0,0,0
2,2.095529,7.4GPa,1GPa,1,0,0,0,0
2,2.095529,7.4GPa,1.3GPa,1,0,0,0,0
2,2.095529,7.4GPa,1.5GPa,1,1,0,0,1
2,2.095529,7.4GPa,2.3GPa,1,1,0,0,1
2,2.095529,7.4GPa,2.4GPa_decomp,1,0,0,0,0
2,2.095529,7.4GPa,3.9GPa,1,0,0,0,0
2,2.095529,7.4GPa,5GPa,1,0,0,0,0
2,2.095529,7.4GPa,6.2GPa,1,0,0,0,0
2,2.095529,7.4GPa,6.6GPa,1,0,0,0,0
2,2.095529,8.5GPa,0.7GPa,1,0,0,0,0
2,2.095529,8.5GPa,1GPa,1,0,0,0,0
2,2.095529,8.5GPa,1.3GPa,1,0,0,0,0
2,2.095529,8.5GPa,1.5GPa,1,1,0,0,1
2,2.095529,8.5GPa,2.3GPa,1,1,0,0,1
2,2.095529,8.5GPa,2.4GPa_decomp,1,0,0,0,0
2,2.095529,8.5GPa,3.9GPa,1,0,0,0,0
2,2.095529,8.5GPa,5GPa,1,0,0,0,0
2,2.095529,8.5GPa,6.2GPa,1,0,0,0,0
2,2.095529,8.5GPa,6.6GPa,1,0,0,0,0
2,2.095529,8.5GPa,7.4GPa,1,1,0,0,1
2,2.095529,9.8GPa,0.7GPa,0,0,0,0,
2,2.095529,9.8GPa,1GPa,0,0,0,0,
2,2.095529,9.8GPa,1.3GPa,0,0,0,0,
2,2.095529,9.8GPa,1.5GPa,0,1,0,0,0
2,2.095529,9.8GPa,2.3GPa,0,1,0,0,0
2,2.095529,9.8GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,9.8GPa,3.9GPa,0,0,0,0,
2,2.095529,9.8GPa,5GPa,0,0,0,0,
2,2.095529,9.8GPa,6.2GPa,0,0,0,0,
2,2.095529,9.8GPa,6.6GPa,0,0,0,0,
2,2.095529,9.8GPa,7.4GPa,0,1,0,0,0
2,2.095529,9.8GPa,8.5GPa,0,1,0,0,0
2,2.095529,10.4GPa,0.7GPa,0,0,0,0,
2,2.095529,10.4GPa,1GPa,0,0,0,0,
2,2.095529,10.4GPa,1.3GPa,0,0,0,0,
2,2.095529,10.4GPa,1.5GPa,0,1,0,0,0
2,2.095529,10.4GPa,2.3GPa,0,1,0,0,0
2,2.095529,10.4GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,10.4GPa,3.9GPa,0,0,0,0,
2,2.095529,10.4GPa,5GPa,0,0,0,0,
2,2.095529,10.4GPa,6.2GPa,0,0,0,0,
2,2.095529,10.4GPa,6.6GPa,0,0,0,0,
2,2.095529,10.4GPa,7.4GPa,0,1,0,0,0
2,2.095529,10.4GPa,8.5GPa,0,1,0,0,0
2,2.095529,10.4GPa,9.8GPa,0,0,0,0,
2,2.095529,12.8GPa,0.7GPa,0,0,0,0,
2,2.095529,12.8GPa,1GPa,0,0,0,0,
2,2.095529,12.8GPa,1.3GPa,0,0,0,0,
2,2.095529,12.8GPa,1.5GPa,0,1,0,0,0
2,2.095529,12.8GPa,2.3GPa,0,1,0,0,0
2,2.095529,12.8GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,12.8GPa,3.9GPa,0,0,0,0,
2,2.095529,12.8GPa,5GPa,0,0,0,0,
2,2.095529,12.8GPa,6.2GPa,0,0,0,0,
2,2.095529,12.8GPa,6.6GPa,0,0,0,0,
2,2.095529,12.8GPa,7.4GPa,0,1,0,0,0
2,2.095529,12.8GPa,8.5GPa,0,1,0,0,0
2,2.095529,12.8GPa,9.8GPa,0,0,0,0,
2,2.095529,12.8GPa,10.4GPa,0,0,0,0,
2,2.095529,13.3GPa,0.7GPa,0,0,0,0,
2,2.095529,13.3GPa,1GPa,0,0,0,0,
2,2.095529,13.3GPa,1.3GPa,0,0,0,0,
2,2.095529,13.3GPa,1.5GPa,0,1,0,0,0
2,2.095529,13.3GPa,2.3GPa,0,1,0,0,0
2,2.095529,13.3GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,13.3GPa,3.9GPa,0,0,0,0,
2,2.095529,13.3GPa,5GPa,0,0,0,0,
2,2.095529,13.3GPa,6.2GPa,0,0,0,0,
2,2.095529,13.3GPa,6.6GPa,0,0,0,0,
2,2.095529,13.3GPa,7.4GPa,0,1,0,0,0
2,2.095529,13.3GPa,8.5GPa,0,1,0,0,0
2,2.095529,13.3GPa,9.8GPa,0,0,0,0,
2,2.095529,13.3GPa,10.4GPa,0,0,0,0,
2,2.095529,13.3GPa,12.8GPa,0,0,0,0,
2,2.095529,15.6GPa,0.7GPa,0,0,0,0,
2,2.095529,15.6GPa,1GPa,0,0,0,0,
2,2.095529,15.6GPa,1.3GPa,0,0,0,0,
2,2.095529,15.6GPa,1.5GPa,0,1,0,0,0
2,2.095529,15.6GPa,2.3GPa,0,1,0,0,0
2,2.095529,15.6GPa,2.4GPa_decomp,0,0,0,0,
2,2.095529,15.6GPa,3.9GPa,0,0,0,0,
2,2.095529,15.6GPa,5GPa,0,0,0,0,
2,2.095529,15.6GPa,6.2GPa,0,0,0,0,
2,2.095529,15.6GPa,6.6GPa,0,0,0,0,
2,2.095529,15.6GPa,7.4GPa,0,1,0,0,0
2,2.095529,15.6GPa,8.5GPa,0,1,0,0,0
2,2.095529,15.6GPa,9.8GPa,0,0,0,0,
2,2.095529,15.6GPa,10.4GPa,0,0,0,0,
2,2.095529,15.6GPa,12.8GPa,0,0,0,0,
2,2.095529,15.6GPa,13.3GPa,0,0,0,0,
3,2.121538,1GPa,0.7GPa,0,0,0,0,
3,2.121538,1.3GPa,0.7GPa,0,0,0,0,
3,2.121538,1.3GPa,1GPa,0,0,0,0,
3,2.121538,1.5GPa,0.7GPa,1,0,0,0,0
3,2.121538,1.5GPa,1GPa,1,0,0,0,0
3,2.121538,1.5GPa,1.3GPa,1,0,0,0,0
3,2.121538,2.3GPa,0.7GPa,0,0,0,0,
3,2.121538,2.3GPa,1GPa,0,0,0,0,
3,2.121538,2.3GPa,1.3GPa,0,0,0,0,
3,2.121538,2.3GPa,1.5GPa,0,1,0,0,0
3,2.121538,2.4GPa_decomp,0.7GPa,1,0,0,0,0
3,2.121538,2.4GPa_decomp,1GPa,1,0,0,0,0
3,2.121538,2.4GPa_decomp,1.3GPa,1,0,0,0,0
3,2.121538,2.4GPa_decomp,1.5GPa,1,1,0,0,1
3,2.121538,2.4GPa_decomp,2.3GPa,1,0,0,0,0
3,2.121538,3.9GPa,0.7GPa,1,0,0,0,0
3,2.121538,3.9GPa,1GPa,1,0,0,0,0
3,2.121538,3.9GPa,1.3GPa,1,0,0,0,0
3,2.121538,3.9GPa,1.5GPa,1,1,0,0,1
3,2.121538,3.9GPa,2.3GPa,1,0,0,0,0
3,2.121538,3.9GPa,2.4GPa_decomp,1,1,0,0,1
3,2.121538,5GPa,0.7GPa,1,0,0,0,0
3,2.121538,5GPa,1GPa,1,0,0,0,0
3,2.121538,5GPa,1.3GPa,1,0,0,0,0
3,2.121538,5GPa,1.5GPa,1,1,0,0,1
3,2.121538,5GPa,2.3GPa,1,0,0,0,0
3,2.121538,5GPa,2.4GPa_decomp,1,1,0,0,1
3,2.121538,5GPa,3.9GPa,1,1,0,0,1
3,2.121538,6.2GPa,0.7GPa,1,0,0,0,0
3,2.121538,6.2GPa,1GPa,1,0,0,0,0
3,2.121538,6.2GPa,1.3GPa,1,0,0,0,0
3,2.121538,6.2GPa,1.5GPa,1,1,0,0,1
3,2.121538,6.2GPa,2.3GPa,1,0,0,0,0
3,2.121538,6.2GPa,2.4GPa_decomp,1,1,0,0,1
3,2.121538,6.2GPa,3.9GPa,1,1,0,0,1
3,2.121538,6.2GPa,5GPa,1,1,0,0,1
3,2.121538,6.6GPa,0.7GPa,0,0,0,0,
3,2.121538,6.6GPa,1GPa,0,0,0,0,
3,2.121538,6.6GPa,1.3GPa,0,0,0,0,
3,2.121538,6.6GPa,1.5GPa,0,1,0,0,0
3,2.121538,6.6GPa,2.3GPa,0,0,0,0,
3,2.121538,6.6GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,6.6GPa,3.9GPa,0,1,0,0,0
3,2.121538,6.6GPa,5GPa,0,1,0,0,0
3,2.121538,6.6GPa,6.2GPa,0,1,0,0,0
3,2.121538,7.4GPa,0.7GPa,1,0,0,0,0
3,2.121538,7.4GPa,1GPa,1,0,0,0,0
3,2.121538,7.4GPa,1.3GPa,1,0,0,0,0
3,2.121538,7.4GPa,1.5GPa,1,1,0,0,1
3,2.121538,7.4GPa,2.3GPa,1,0,0,0,0
3,2.121538,7.4GPa,2.4GPa_decomp,1,1,0,0,1
3,2.121538,7.4GPa,3.9GPa,1,1,0,0,1
3,2.121538,7.4GPa,5GPa,1,1,0,0,1
3,2.121538,7.4GPa,6.2GPa,1,1,0,0,1
3,2.121538,7.4GPa,6.6GPa,1,0,0,0,0
3,2.121538,8.5GPa,0.7GPa,0,0,0,0,
3,2.121538,8.5GPa,1GPa,0,0,0,0,
3,2.121538,8.5GPa,1.3GPa,0,0,0,0,
3,2.121538,8.5GPa,1.5GPa,0,1,0,0,0
3,2.121538,8.5GPa,2.3GPa,0,0,0,0,
3,2.121538,8.5GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,8.5GPa,3.9GPa,0,1,0,0,0
3,2.121538,8.5GPa,5GPa,0,1,0,0,0
3,2.121538,8.5GPa,6.2GPa,0,1,0,0,0
3,2.121538,8.5GPa,6.6GPa,0,0,0,0,
3,2.121538,8.5GPa,7.4GPa,0,1,0,0,0
3,2.121538,9.8GPa,0.7GPa,0,0,0,0,
3,2.121538,9.8GPa,1GPa,0,0,0,0,
3,2.121538,9.8GPa,1.3GPa,0,0,0,0,
3,2.121538,9.8GPa,1.5GPa,0,1,0,0,0
3,2.121538,9.8GPa,2.3GPa,0,0,0,0,
3,2.121538,9.8GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,9.8GPa,3.9GPa,0,1,0,0,0
3,2.121538,9.8GPa,5GPa,0,1,0,0,0
3,2.121538,9.8GPa,6.2GPa,0,1,0,0,0
3,2.121538,9.8GPa,6.6GPa,0,0,0,0,
3,2.121538,9.8GPa,7.4GPa,0,1,0,0,0
3,2.121538,9.8GPa,8.5GPa,0,0,0,0,
3,2.121538,10.4GPa,0.7GPa,0,0,0,0,
3,2.121538,10.4GPa,1GPa,0,0,0,0,
3,2.121538,10.4GPa,1.3GPa,0,0,0,0,
3,2.121538,10.4GPa,1.5GPa,0,1,0,0,0
3,2.121538,10.4GPa,2.3GPa,0,0,0,0,
3,2.121538,10.4GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,10.4GPa,3.9GPa,0,1,0,0,0
3,2.121538,10.4GPa,5GPa,0,1,0,0,0
3,2.121538,10.4GPa,6.2GPa,0,1,0,0,0
3,2.121538,10.4GPa,6.6GPa,0,0,0,0,
3,2.121538,10.4GPa,7.4GPa,0,1,0,0,0
3,2.121538,10.4GPa,8.5GPa,0,0,0,0,
3,2.121538,10.4GPa,9.8GPa,0,0,0,0,
3,2.121538,12.8GPa,0.7GPa,0,0,0,0,
3,2.121538,12.8GPa,1GPa,0,0,0,0,
3,2.121538,12.8GPa,1.3GPa,0,0,0,0,
3,2.121538,12.8GPa,1.5GPa,0,1,0,0,0
3,2.121538,12.8GPa,2.3GPa,0,0,0,0,
3,2.121538,12.8GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,12.8GPa,3.9GPa,0,1,0,0,0
3,2.121538,12.8GPa,5GPa,0,1,0,0,0
3,2.121538,12.8GPa,6.2GPa,0,1,0,0,0
3,2.121538,12.8GPa,6.6GPa,0,0,0,0,
3,2.121538,12.8GPa,7.4GPa,0,1,0,0,0
3,2.121538,12.8GPa,8.5GPa,0,0,0,0,
3,2.121538,12.8GPa,9.8GPa,0,0,0,0,
3,2.121538,12.8GPa,10.4GPa,0,0,0,0,
3,2.121538,13.3GPa,0.7GPa,0,0,0,0,
3,2.121538,13.3GPa,1GPa,0,0,0,0,
3,2.121538,13.3GPa,1.3GPa,0,0,0,0,
3,2.121538,13.3GPa,1.5GPa,0,1,0,0,0
3,2.121538,13.3GPa,2.3GPa,0,0,0,0,
3,2.121538,13.3GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,13.3GPa,3.9GPa,0,1,0,0,0
3,2.121538,13.3GPa,5GPa,0,1,0,0,0
3,2.121538,13.3GPa,6.2GPa,0,1,0,0,0
3,2.121538,13.3GPa,6.6GPa,0,0,0,0,
3,2.121538,13.3GPa,7.4GPa,0,1,0,0,0
3,2.121538,13.3GPa,8.5GPa,0,0,0,0,
3,2.121538,13.3GPa,9.8GPa,0,0,0,0,
3,2.121538,13.3GPa,10.4GPa,0,0,0,0,
3,2.121538,13.3GPa,12.8GPa,0,0,0,0,
3,2.121538,15.6GPa,0.7GPa,0,0,0,0,
3,2.121538,15.6GPa,1GPa,0,0,0,0,
3,2.121538,15.6GPa,1.3GPa,0,0,0,0,
3,2.121538,15.6GPa,1.5GPa,0,1,0,0,0
3,2.121538,15.6GPa,2.3GPa,0,0,0,0,
3,2.121538,15.6GPa,2.4GPa_decomp,0,1,0,0,0
3,2.121538,15.6GPa,3.9GPa,0,1,0,0,0
3,2.121538,15.6GPa,5GPa,0,1,0,0,0
3,2.121538,15.6GPa,6.2GPa,0,1,0,0,0
3,2.121538,15.6GPa,6.6GPa,0,0,0,0,
3,2.121538,15.6GPa,7.4GPa,0,1,0,0,0
3,2.121538,15.6GPa,8.5GPa,0,0,0,0,
3,2.121538,15.6GPa,9.8GPa,0,0,0,0,
3,2.121538,15.6GPa,10.4GPa,0,0,0,0,
3,2.121538,15.6GPa,12.8GPa,0,0,0,0,
3,2.121538,15.6GPa,13.3GPa,0,0,0,0,
4,2.147314,1GPa,0.7GPa,1,0,0,0,0
4,2.147314,1.3GPa,0.7GPa,0,0,0,0,
4,2.147314,1.3GPa,1GPa,0,1,0,0,0
4,2.147314,1.5GPa,0.7GPa,0,0,0,0,
4,2.147314,1.5GPa,1GPa,0,1,0,0,0
4,2.147314,1.5GPa,1.3GPa,0,0,0,0,
4,2.147314,2.3GPa,0.7GPa,1,0,0,0,0
4,2.147314,2.3GPa,1GPa,1,1,0,0,1
4,2.147314,2.3GPa,1.3GPa,1,0,0,0,0
4,2.147314,2.3GPa,1.5GPa,1,0,0,0,0
4,2.147314,2.4GPa_decomp,0.7GPa,1,0,0,0,0
4,2.147314,2.4GPa_decomp,1GPa,1,1,0,0,1
4,2.147314,2.4GPa_decomp,1.3GPa,1,0,0,0,0
4,2.147314,2.4GPa_decomp,1.5GPa,1,0,0,0,0
4,2.147314,2.4GPa_decomp,2.3GPa,1,1,0,0,1
4,2.147314,3.9GPa,0.7GPa,0,0,0,0,
4,2.147314,3.9GPa,1GPa,0,1,0,0,0
4,2.147314,3.9GPa,1.3GPa,0,0,0,0,
4,2.147314,3.9GPa,1.5GPa,0,0,0,0,
4,2.147314,3.9GPa,2.3GPa,0,1,0,0,0
4,2.147314,3.9GPa,2.4GPa_decomp,0,1,0,0,0
4,2.147314,5GPa,0.7GPa,0,0,0,0,
4,2.147314,5GPa,1GPa,0,1,0,0,0
4,2.147314,5GPa,1.3GPa,0,0,0,0,
4,2.147314,5GPa,1.5GPa,0,0,0,0,
4,2.147314,5GPa,2.3GPa,0,1,0,0,0
4,2.147314,5GPa,2.4GPa_decomp,0,1,0,0,0
4,2.147314,5GPa,3.9GPa,0,0,0,0,
4,2.147314,6.2GPa,0.7GPa,0,0,0,0,
4,2.147314,6.2GPa,1GPa,0,1,0,0,0
4,2.147314,6.2GPa,1.3GPa,0,0,0,0,
4,2.147314,6.2GPa,1.5GPa,0,0,0,0,
4,2.147314,6.2GPa,2.3GPa,0,1,0,0,0
4,2.147314,6.2GPa,2.4GPa_decomp,0,1,0,0,0
4,2.147314,6.2GPa,3.9GPa,0,0,0,0,
4,2.147314,6.2GPa,5GPa,0,0,0,0,
4,2.147314,6.6GPa,0.7GPa,0,0,0,0,
4,2.147314,6.6GPa,1GPa,0,1,0,0,0
4,2.147314,6.6GPa,1.3GPa,0,0,0,0,
4,2.147314,6.6GPa,1.5GPa,0,0,0,0,
4,2.147314,6.6GPa,2.3GPa,0,1,0,0,0
4,2.147314,6.6GPa,2.4GPa_decomp,0,1,0,0,0
4,2.147314,6.6GPa,3.9GPa,0,0,0,0,
4,2.147314,6.6GPa,5GPa,0,0,0,0,
4,2.147314,6.6GPa,6.2GPa,0,0,0,0,
4,2.147314,7.4GPa,0.7GPa,1,0,0,0,0
4,2.147314,7.4GPa,1GPa,1,1,0,0,1
4,2.147314,7.4GPa,1.3GPa,1,0,0,0,0
4,2.147314,7.4GPa,1.5GPa,1,0,0,0,0
4,2.147314,7.4GPa,2.3GPa,1,1,0,0,1
