peak_group,group_two_theta,frame_count,frames_present,max_roi_area,frame_coverage_fraction,tier_a_count,tier_b_count,tier_c_count,source_methods,matched_filter_scales,heatmap,matrix
471,18.601425,8,2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;10.4GPa;13.3GPa;15.6GPa,0.00144268,0.470588,3,5,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_471_18.601deg_correlation.png,per_peak_matrices/peak_group_471_18.601deg_correlation.csv
472,18.624088,6,1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;10.4GPa,0.000844245,0.352941,1,5,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_472_18.624deg_correlation.png,per_peak_matrices/peak_group_472_18.624deg_correlation.csv
473,18.663778,5,0.7GPa;7.4GPa;8.5GPa;10.4GPa;13.3GPa,0.00866209,0.294118,3,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_473_18.664deg_correlation.png,per_peak_matrices/peak_group_473_18.664deg_correlation.csv
474,18.691161,5,1GPa;5GPa;10.4GPa;13.3GPa;15.6GPa,0.0232288,0.294118,3,3,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_474_18.691deg_correlation.png,per_peak_matrices/peak_group_474_18.691deg_correlation.csv
475,18.733403,5,1GPa;1.3GPa;3.9GPa;12.8GPa;13.3GPa,0.0299655,0.294118,3,2,0,bump;matched;raw;shoulder,2,per_peak_heatmaps/peak_group_475_18.733deg_correlation.png,per_peak_matrices/peak_group_475_18.733deg_correlation.csv
476,18.749774,7,0.7GPa;1.3GPa;1.5GPa;2.3GPa;6.6GPa;10.4GPa;12.8GPa,0.031054,0.411765,5,3,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_476_18.750deg_correlation.png,per_peak_matrices/peak_group_476_18.750deg_correlation.csv
477,18.779865,6,1.5GPa;2.3GPa;5GPa;9.8GPa;10.4GPa;15.6GPa,0.0285403,0.352941,3,3,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_477_18.780deg_correlation.png,per_peak_matrices/peak_group_477_18.780deg_correlation.csv
478,18.817388,6,1GPa;1.3GPa;5GPa;8.5GPa;10.4GPa;15.6GPa,0.0270311,0.352941,2,5,0,bump;matched;micro;raw;residual;shoulder,3,per_peak_heatmaps/peak_group_478_18.817deg_correlation.png,per_peak_matrices/peak_group_478_18.817deg_correlation.csv
479,18.850384,7,0.7GPa;5GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa,0.00909472,0.411765,3,4,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_479_18.850deg_correlation.png,per_peak_matrices/peak_group_479_18.850deg_correlation.csv
480,18.880227,6,3.9GPa;5GPa;6.2GPa;9.8GPa;10.4GPa;15.6GPa,0.0157974,0.352941,5,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_480_18.880deg_correlation.png,per_peak_matrices/peak_group_480_18.880deg_correlation.csv
481,18.918048,9,0.7GPa;1GPa;1.3GPa;1.5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;13.3GPa,0.000916391,0.529412,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_481_18.918deg_correlation.png,per_peak_matrices/peak_group_481_18.918deg_correlation.csv
482,18.946395,10,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa,0.000470656,0.588235,7,5,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_482_18.946deg_correlation.png,per_peak_matrices/peak_group_482_18.946deg_correlation.csv
483,18.989525,9,1.3GPa;1.5GPa;2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;15.6GPa,0.000322074,0.529412,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_483_18.990deg_correlation.png,per_peak_matrices/peak_group_483_18.990deg_correlation.csv
484,19.030144,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;15.6GPa,0.000570962,0.529412,3,10,0,bump;matched;micro;raw;residual;shoulder,3;5,per_peak_heatmaps/peak_group_484_19.030deg_correlation.png,per_peak_matrices/peak_group_484_19.030deg_correlation.csv
485,19.074277,8,0.7GPa;1GPa;1.3GPa;2.3GPa;3.9GPa;10.4GPa;13.3GPa;15.6GPa,0.000602998,0.470588,6,5,0,matched;micro;raw;shoulder,3;8,per_peak_heatmaps/peak_group_485_19.074deg_correlation.png,per_peak_matrices/peak_group_485_19.074deg_correlation.csv
486,19.102060,5,0.7GPa;1.3GPa;2.3GPa;5GPa;6.6GPa,0.00420567,0.294118,3,2,0,matched;micro;raw;shoulder,3;5;8,per_peak_heatmaps/peak_group_486_19.102deg_correlation.png,per_peak_matrices/peak_group_486_19.102deg_correlation.csv
487,19.139074,6,1.5GPa;3.9GPa;5GPa;7.4GPa;12.8GPa;15.6GPa,0.000728381,0.352941,1,7,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_487_19.139deg_correlation.png,per_peak_matrices/peak_group_487_19.139deg_correlation.csv
488,19.171095,8,1GPa;2.3GPa;3.9GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;13.3GPa,0.000634678,0.470588,3,6,0,bump;matched;micro;raw;residual;shoulder,2,per_peak_heatmaps/peak_group_488_19.171deg_correlation.png,per_peak_matrices/peak_group_488_19.171deg_correlation.csv
489,19.198230,5,5GPa;6.2GPa;7.4GPa;9.8GPa;13.3GPa,0.000633687,0.294118,4,1,0,matched;micro;raw;shoulder,3;8,per_peak_heatmaps/peak_group_489_19.198deg_correlation.png,per_peak_matrices/peak_group_489_19.198deg_correlation.csv
490,19.232065,8,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;7.4GPa;13.3GPa;15.6GPa,0.00112272,0.470588,4,7,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_490_19.232deg_correlation.png,per_peak_matrices/peak_group_490_19.232deg_correlation.csv
491,19.264009,11,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;13.3GPa;15.6GPa,0.00129343,0.647059,12,2,0,bump;matched;micro;raw;shoulder,2;5;8,per_peak_heatmaps/peak_group_491_19.264deg_correlation.png,per_peak_matrices/peak_group_491_19.264deg_correlation.csv
492,19.296973,3,0.7GPa;5GPa;10.4GPa,0.0010124,0.176471,2,1,0,matched;micro;raw;shoulder,3;8,per_peak_heatmaps/peak_group_492_19.297deg_correlation.png,per_peak_matrices/peak_group_492_19.297deg_correlation.csv
493,19.334402,2,5GPa;10.4GPa,0.000236263,0.117647,0,2,0,matched;raw;residual,5,per_peak_heatmaps/peak_group_493_19.334deg_correlation.png,per_peak_matrices/peak_group_493_19.334deg_correlation.csv
494,19.363075,7,1.3GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;15.6GPa,9.02503e-05,0.411765,1,6,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_494_19.363deg_correlation.png,per_peak_matrices/peak_group_494_19.363deg_correlation.csv
495,19.383063,6,1.5GPa;5GPa;6.6GPa;10.4GPa;12.8GPa;13.3GPa,0.0003059,0.352941,2,4,0,matched;micro;raw;shoulder,2;8,per_peak_heatmaps/peak_group_495_19.383deg_correlation.png,per_peak_matrices/peak_group_495_19.383deg_correlation.csv
496,19.433868,9,0.7GPa;1GPa;1.5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa;15.6GPa,0.00013443,0.529412,5,6,0,matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_496_19.434deg_correlation.png,per_peak_matrices/peak_group_496_19.434deg_correlation.csv
497,19.464641,9,0.7GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa,0.000108102,0.529412,5,4,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_497_19.465deg_correlation.png,per_peak_matrices/peak_group_497_19.465deg_correlation.csv
498,19.496949,6,0.7GPa;1GPa;6.6GPa;8.5GPa;9.8GPa;13.3GPa,0.000471116,0.352941,6,1,0,bump;matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_498_19.497deg_correlation.png,per_peak_matrices/peak_group_498_19.497deg_correlation.csv
499,19.524285,9,1.5GPa;2.3GPa;2.4GPa_decomp;5GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.000752741,0.529412,4,7,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_499_19.524deg_correlation.png,per_peak_matrices/peak_group_499_19.524deg_correlation.csv
500,19.582545,10,0.7GPa;2.3GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.00148438,0.588235,10,3,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_500_19.583deg_correlation.png,per_peak_matrices/peak_group_500_19.583deg_correlation.csv
501,19.611824,13,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00140683,0.764706,14,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_501_19.612deg_correlation.png,per_peak_matrices/peak_group_501_19.612deg_correlation.csv
502,19.660197,8,0.7GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.000807844,0.470588,3,6,0,bump;matched;micro;raw;residual;shoulder,8,per_peak_heatmaps/peak_group_502_19.660deg_correlation.png,per_peak_matrices/peak_group_502_19.660deg_correlation.csv
503,19.689975,3,2.3GPa;6.2GPa;10.4GPa,0.000251019,0.176471,1,2,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_503_19.690deg_correlation.png,per_peak_matrices/peak_group_503_19.690deg_correlation.csv
504,19.714307,5,1.5GPa;6.2GPa;7.4GPa;8.5GPa;12.8GPa,9.95203e-05,0.294118,2,4,0,matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_504_19.714deg_correlation.png,per_peak_matrices/peak_group_504_19.714deg_correlation.csv
505,19.755142,9,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.6GPa;7.4GPa;9.8GPa;13.3GPa,0.000151718,0.529412,7,4,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_505_19.755deg_correlation.png,per_peak_matrices/peak_group_505_19.755deg_correlation.csv
506,19.784234,5,0.7GPa;3.9GPa;6.2GPa;6.6GPa;9.8GPa,0.000526932,0.294118,3,2,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_506_19.784deg_correlation.png,per_peak_matrices/peak_group_506_19.784deg_correlation.csv
507,19.807016,4,0.7GPa;2.4GPa_decomp;10.4GPa;15.6GPa,0.000658926,0.235294,3,1,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_507_19.807deg_correlation.png,per_peak_matrices/peak_group_507_19.807deg_correlation.csv
508,19.850884,9,0.7GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;8.5GPa;13.3GPa;15.6GPa,0.000854304,0.529412,5,6,0,bump;matched;micro;raw;shoulder,2,per_peak_heatmaps/peak_group_508_19.851deg_correlation.png,per_peak_matrices/peak_group_508_19.851deg_correlation.csv
509,19.877637,4,0.7GPa;1.3GPa;9.8GPa;12.8GPa,0.000235899,0.235294,4,2,0,matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_509_19.878deg_correlation.png,per_peak_matrices/peak_group_509_19.878deg_correlation.csv
510,19.902364,8,0.7GPa;1.5GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa,0.00036296,0.470588,2,7,0,bump;matched;micro;raw;residual;shoulder,2;8,per_peak_heatmaps/peak_group_510_19.902deg_correlation.png,per_peak_matrices/peak_group_510_19.902deg_correlation.csv
511,19.942969,7,0.7GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;13.3GPa;15.6GPa,0.000266835,0.411765,5,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_511_19.943deg_correlation.png,per_peak_matrices/peak_group_511_19.943deg_correlation.csv
512,19.974941,7,2.3GPa;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa,0.00412462,0.411765,2,6,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_512_19.975deg_correlation.png,per_peak_matrices/peak_group_512_19.975deg_correlation.csv
513,19.998674,6,0.7GPa;1.3GPa;2.3GPa;5GPa;8.5GPa;9.8GPa,0.00808904,0.352941,4,2,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_513_19.999deg_correlation.png,per_peak_matrices/peak_group_513_19.999deg_correlation.csv
514,20.045809,5,1GPa;1.3GPa;5GPa;6.6GPa;15.6GPa,0.0174755,0.294118,4,1,0,bump;matched;micro;raw;shoulder,3;5,per_peak_heatmaps/peak_group_514_20.046deg_correlation.png,per_peak_matrices/peak_group_514_20.046deg_correlation.csv
515,20.070543,8,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;12.8GPa;13.3GPa;15.6GPa,0.0238073,0.470588,8,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_515_20.071deg_correlation.png,per_peak_matrices/peak_group_515_20.071deg_correlation.csv
516,20.108952,7,1.5GPa;2.3GPa;6.2GPa;6.6GPa;9.8GPa;10.4GPa;15.6GPa,0.0289033,0.411765,6,2,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_516_20.109deg_correlation.png,per_peak_matrices/peak_group_516_20.109deg_correlation.csv
517,20.144242,10,2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.022392,0.588235,5,8,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_517_20.144deg_correlation.png,per_peak_matrices/peak_group_517_20.144deg_correlation.csv
518,20.188756,8,1.3GPa;2.3GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa;15.6GPa,0.00380987,0.470588,4,5,0,matched;micro;raw;residual;shoulder,2;3,per_peak_heatmaps/peak_group_518_20.189deg_correlation.png,per_peak_matrices/peak_group_518_20.189deg_correlation.csv
519,20.205970,6,0.7GPa;2.4GPa_decomp;6.2GPa;8.5GPa;10.4GPa;12.8GPa,0.00138667,0.352941,5,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_519_20.206deg_correlation.png,per_peak_matrices/peak_group_519_20.206deg_correlation.csv
520,20.241382,8,0.7GPa;1.3GPa;2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;9.8GPa;12.8GPa,0.00149503,0.470588,5,3,0,bump;matched;micro;raw;residual;shoulder,3;5;8,per_peak_heatmaps/peak_group_520_20.241deg_correlation.png,per_peak_matrices/peak_group_520_20.241deg_correlation.csv
521,20.268231,8,0.7GPa;1GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.00135672,0.470588,5,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_521_20.268deg_correlation.png,per_peak_matrices/peak_group_521_20.268deg_correlation.csv
522,20.303217,7,1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;6.6GPa;9.8GPa;13.3GPa,0.0127652,0.411765,4,5,0,bump;matched;micro;raw;shoulder,2;3;8,per_peak_heatmaps/peak_group_522_20.303deg_correlation.png,per_peak_matrices/peak_group_522_20.303deg_correlation.csv
523,20.361743,8,1GPa;1.5GPa;2.3GPa;3.9GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa,0.0277147,0.470588,7,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_523_20.362deg_correlation.png,per_peak_matrices/peak_group_523_20.362deg_correlation.csv
524,20.389239,8,0.7GPa;1GPa;1.3GPa;2.3GPa;6.6GPa;8.5GPa;13.3GPa;15.6GPa,0.0282567,0.470588,5,6,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_524_20.389deg_correlation.png,per_peak_matrices/peak_group_524_20.389deg_correlation.csv
525,20.409954,3,1GPa;1.5GPa;12.8GPa,0.0186272,0.176471,1,3,0,matched;micro;raw;shoulder,5,per_peak_heatmaps/peak_group_525_20.410deg_correlation.png,per_peak_matrices/peak_group_525_20.410deg_correlation.csv
526,20.464938,7,1.3GPa;5GPa;6.2GPa;6.6GPa;10.4GPa;12.8GPa;15.6GPa,0.0156581,0.411765,9,1,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_526_20.465deg_correlation.png,per_peak_matrices/peak_group_526_20.465deg_correlation.csv
527,20.492044,8,0.7GPa;1GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;9.8GPa,0.0128312,0.470588,6,4,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_527_20.492deg_correlation.png,per_peak_matrices/peak_group_527_20.492deg_correlation.csv
528,20.521963,9,1GPa;1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;15.6GPa,0.00734646,0.529412,5,5,0,bump;matched;micro;raw;shoulder,2;3;5,per_peak_heatmaps/peak_group_528_20.522deg_correlation.png,per_peak_matrices/peak_group_528_20.522deg_correlation.csv
529,20.578217,8,0.7GPa;1.5GPa;2.3GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;15.6GPa,0.000574803,0.470588,6,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_529_20.578deg_correlation.png,per_peak_matrices/peak_group_529_20.578deg_correlation.csv
530,20.601307,5,1.5GPa;7.4GPa;9.8GPa;10.4GPa;13.3GPa,0.000754216,0.294118,3,4,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_530_20.601deg_correlation.png,per_peak_matrices/peak_group_530_20.601deg_correlation.csv
531,20.629734,7,1.3GPa;2.4GPa_decomp;3.9GPa;6.6GPa;8.5GPa;9.8GPa;15.6GPa,0.00072128,0.411765,3,5,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_531_20.630deg_correlation.png,per_peak_matrices/peak_group_531_20.630deg_correlation.csv
532,20.666938,9,1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa,0.0016273,0.529412,8,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_532_20.667deg_correlation.png,per_peak_matrices/peak_group_532_20.667deg_correlation.csv
533,20.701752,9,0.7GPa;1GPa;1.5GPa;2.4GPa_decomp;5GPa;6.2GPa;7.4GPa;8.5GPa;15.6GPa,0.00147971,0.529412,8,5,0,matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_533_20.702deg_correlation.png,per_peak_matrices/peak_group_533_20.702deg_correlation.csv
534,20.728529,9,0.7GPa;1GPa;1.3GPa;1.5GPa;2.4GPa_decomp;5GPa;6.6GPa;9.8GPa;15.6GPa,0.00110398,0.529412,7,2,0,bump;matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_534_20.729deg_correlation.png,per_peak_matrices/peak_group_534_20.729deg_correlation.csv
535,20.768490,5,2.3GPa;3.9GPa;5GPa;13.3GPa;15.6GPa,0.00098222,0.294118,4,3,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_535_20.768deg_correlation.png,per_peak_matrices/peak_group_535_20.768deg_correlation.csv
536,20.800652,11,0.7GPa;1GPa;1.5GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;7.4GPa;8.5GPa;9.8GPa;12.8GPa,0.000875673,0.647059,9,5,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_536_20.801deg_correlation.png,per_peak_matrices/peak_group_536_20.801deg_correlation.csv
537,20.829780,7,1.5GPa;6.6GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.00128874,0.411765,5,5,0,matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_537_20.830deg_correlation.png,per_peak_matrices/peak_group_537_20.830deg_correlation.csv
538,20.868494,1,12.8GPa,0.00100464,0.0588235,2,0,0,matched;micro;shoulder,2,per_peak_heatmaps/peak_group_538_20.868deg_correlation.png,per_peak_matrices/peak_group_538_20.868deg_correlation.csv
539,20.909842,11,0.7GPa;1GPa;1.3GPa;1.5GPa;3.9GPa;6.2GPa;7.4GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.000609999,0.647059,10,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_539_20.910deg_correlation.png,per_peak_matrices/peak_group_539_20.910deg_correlation.csv
540,20.942003,11,0.7GPa;1GPa;1.5GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;9.8GPa;15.6GPa,0.000511011,0.647059,6,6,0,bump;matched;micro;raw;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_540_20.942deg_correlation.png,per_peak_matrices/peak_group_540_20.942deg_correlation.csv
541,20.980129,3,1.3GPa;10.4GPa;13.3GPa,0.000439091,0.176471,2,1,0,matched;micro;raw;shoulder,3,per_peak_heatmaps/peak_group_541_20.980deg_correlation.png,per_peak_matrices/peak_group_541_20.980deg_correlation.csv
542,21.009260,7,0.7GPa;2.4GPa_decomp;6.2GPa;6.6GPa;8.5GPa;10.4GPa;13.3GPa,0.000403557,0.411765,6,4,0,bump;matched;micro;raw;residual;shoulder,2;5,per_peak_heatmaps/peak_group_542_21.009deg_correlation.png,per_peak_matrices/peak_group_542_21.009deg_correlation.csv
543,21.036149,7,1.5GPa;2.3GPa;6.6GPa;9.8GPa;12.8GPa;13.3GPa;15.6GPa,0.000470196,0.411765,6,2,0,bump;matched;micro;raw;residual;shoulder,2;3;8,per_peak_heatmaps/peak_group_543_21.036deg_correlation.png,per_peak_matrices/peak_group_543_21.036deg_correlation.csv
544,21.077226,8,0.7GPa;1.3GPa;2.3GPa;3.9GPa;5GPa;6.2GPa;6.6GPa;7.4GPa,0.000342202,0.470588,7,4,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_544_21.077deg_correlation.png,per_peak_matrices/peak_group_544_21.077deg_correlation.csv
545,21.115799,11,1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.000864127,0.647059,8,5,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_545_21.116deg_correlation.png,per_peak_matrices/peak_group_545_21.116deg_correlation.csv
546,21.152403,12,1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;9.8GPa;12.8GPa,0.00171523,0.705882,5,11,0,matched;micro;raw;residual;shoulder,2;5;8,per_peak_heatmaps/peak_group_546_21.152deg_correlation.png,per_peak_matrices/peak_group_546_21.152deg_correlation.csv
547,21.189583,13,0.7GPa;1GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;6.2GPa;7.4GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;15.6GPa,0.00279348,0.764706,9,11,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_547_21.190deg_correlation.png,per_peak_matrices/peak_group_547_21.190deg_correlation.csv
548,21.240395,9,0.7GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;6.6GPa;8.5GPa;10.4GPa;12.8GPa,0.000521,0.529412,11,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5,per_peak_heatmaps/peak_group_548_21.240deg_correlation.png,per_peak_matrices/peak_group_548_21.240deg_correlation.csv
549,21.276275,11,0.7GPa;1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;7.4GPa;9.8GPa;13.3GPa;15.6GPa,0.000568855,0.647059,7,7,0,matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_549_21.276deg_correlation.png,per_peak_matrices/peak_group_549_21.276deg_correlation.csv
550,21.316712,1,13.3GPa,0.000371573,0.0588235,0,1,0,raw,,per_peak_heatmaps/peak_group_550_21.317deg_correlation.png,per_peak_matrices/peak_group_550_21.317deg_correlation.csv
551,21.373106,7,1GPa;1.3GPa;1.5GPa;2.3GPa;3.9GPa;6.2GPa;10.4GPa,0.000916363,0.411765,3,6,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_551_21.373deg_correlation.png,per_peak_matrices/peak_group_551_21.373deg_correlation.csv
552,21.395200,8,2.4GPa_decomp;5GPa;6.6GPa;7.4GPa;8.5GPa;10.4GPa;12.8GPa;15.6GPa,0.001069,0.470588,6,4,0,bump;matched;micro;raw;shoulder,2;3,per_peak_heatmaps/peak_group_552_21.395deg_correlation.png,per_peak_matrices/peak_group_552_21.395deg_correlation.csv
553,21.418090,6,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;6.6GPa;15.6GPa,0.00126489,0.352941,4,2,0,bump;matched;micro;raw;shoulder,2;5,per_peak_heatmaps/peak_group_553_21.418deg_correlation.png,per_peak_matrices/peak_group_553_21.418deg_correlation.csv
554,21.446018,10,1.3GPa;1.5GPa;2.3GPa;6.2GPa;6.6GPa;7.4GPa;8.5GPa;12.8GPa;13.3GPa;15.6GPa,0.00394693,0.588235,8,4,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_554_21.446deg_correlation.png,per_peak_matrices/peak_group_554_21.446deg_correlation.csv
555,21.475758,10,1GPa;1.5GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;6.6GPa;8.5GPa;12.8GPa;15.6GPa,0.0120874,0.588235,9,4,0,bump;matched;micro;raw;residual;shoulder,3;8,per_peak_heatmaps/peak_group_555_21.476deg_correlation.png,per_peak_matrices/peak_group_555_21.476deg_correlation.csv
556,21.513302,13,0.7GPa;1GPa;1.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;7.4GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa;15.6GPa,0.0192233,0.764706,11,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_556_21.513deg_correlation.png,per_peak_matrices/peak_group_556_21.513deg_correlation.csv
557,21.540847,12,1.3GPa;1.5GPa;2.3GPa;2.4GPa_decomp;3.9GPa;5GPa;6.2GPa;8.5GPa;9.8GPa;10.4GPa;12.8GPa;13.3GPa,0.0210803,0.705882,10,6,0,bump;matched;micro;raw;residual;shoulder,2;3;5;8,per_peak_heatmaps/peak_group_557_21.541deg_correlation.png,per_peak_matrices/peak_group_557_21.541deg_correlation.csv
